EpiOrStroma	Mean.Layer.1	Mean.Layer.2	Mean.Layer.3	Standard.deviation.Layer.1	Standard.deviation.Layer.2	Standard.deviation.Layer.3	Skewness.Layer.1	Skewness.Layer.2	Skewness.Layer.3	Ratio.Layer.1	Ratio.Layer.2	Ratio.Layer.3	Min..pixel.value.Layer.1	Min..pixel.value.Layer.2	Min..pixel.value.Layer.3	Max..pixel.value.Layer.1	Max..pixel.value.Layer.2	Max..pixel.value.Layer.3	Mean.of.inner.border.Layer.1	Mean.of.inner.border.Layer.2	Mean.of.inner.border.Layer.3	Mean.of.outer.border.Layer.1	Mean.of.outer.border.Layer.2	Mean.of.outer.border.Layer.3	Border.Contrast.Layer.1	Border.Contrast.Layer.2	Border.Contrast.Layer.3	Contrast.to.neighbor.pixels.Layer.1..3.	Contrast.to.neighbor.pixels.Layer.2..3.	Contrast.to.neighbor.pixels.Layer.3..3.	Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.	Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.	Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.	StdDev..to.neighbor.pixels.Layer.1..3.	StdDev..to.neighbor.pixels.Layer.2..3.	StdDev..to.neighbor.pixels.Layer.3..3.	Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.	Mean.Diff..to.neighbors.Layer.1..0.	Mean.Diff..to.neighbors.Layer.2..0.	Mean.Diff..to.neighbors.Layer.3..0.	Mean.Diff..to.neighbors..abs..Layer.1..0.	Mean.Diff..to.neighbors..abs..Layer.2..0.	Mean.Diff..to.neighbors..abs..Layer.3..0.	Rel..border.to.brighter.objects.Layer.1	Rel..border.to.brighter.objects.Layer.2	Rel..border.to.brighter.objects.Layer.3	Mean.diff..to.scene.Layer.1	Mean.diff..to.scene.Layer.2	Mean.diff..to.scene.Layer.3	Ratio.to.scene.Layer.1	Ratio.to.scene.Layer.2	Ratio.to.scene.Layer.3	HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.	Area..Pxl.	Border.length..Pxl.	Length..mu_m.	Length.Width	Number.of.pixels	Rel..Border.to.Image.Border	Volume..Pxl.	Width..mu_m.	Asymmetry	Border.index	Compactness	Density	Elliptic.Fit	Radius.of.largest.enclosed.ellipse	Radius.of.smallest.enclosing.ellipse	Rectangular.Fit	Roundness	Shape.index	Area..excluding.inner.polygons...Pxl.	Area..including.inner.polygons...Pxl.	Average.length.of.edges..polygon...Pxl.	Compactness..polygon.	Length.of.longest.edge..polygon...Pxl.	Number.of.edges..polygon.	Number.of.inner.objects..polygon.	Perimeter..polygon...Pxl.	Stddev.of.length.of.edges..polygon...Pxl.	Mean.of.sub.objects..stddev.Layer.1..1.	Area.of.sub.objects..mean..1...Pxl.	Area.of.sub.objects..stddev..1...Pxl.	Density.of.sub.objects..mean..1.	Density.of.sub.objects..stddev..1.	Asymmetry.of.sub.objects..mean..1.	Asymmetry.of.sub.objects..stddev..1.	Direction.of.sub.objects..mean..1.	Direction.of.sub.objects..stddev..1.	GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..	GLCM.Contrast..quick.8.11..Layer.1..all.dir..	GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..	GLCM.Entropy..quick.8.11..Layer.1..all.dir..	GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..	GLCM.Mean..quick.8.11..Layer.1..all.dir..	GLCM.StdDev..quick.8.11..Layer.1..all.dir..	GLCM.Correlation..quick.8.11..Layer.1..all.dir..	Number.of.sub.objects.Nucleus..1.	Number.of.sub.objects.Dark..1.	Area.of.sub.objects.Nucleus..1...Pxl.	Area.of.sub.objects.Dark..1...Pxl.	Rel..area.of.sub.objects.Nucleus..1.	Rel..area.of.sub.objects.Dark..1.	Rel..area.of.sub.objects.unclassified..1.
2	212.50863581	98.946431418	205.5713982	31.909990298	49.962150739	29.367921288	-1.4756112966	0.55647965561	-0.50882078976	0.41102080844	0.19137595082	0.39760324074	29	0	61	255	254	255	212.31984948	99.73565381	204.13734713	214.37734082	101.09925094	205.24906367	-1.325	-0.86071428571	-0.61214285714	-15.710178958	83.826609932	12.442024177	39.882320963	78.727633955	41.935078954	26.106028375	47.807104356	26.921187546	212.0625	41.3125	182.8125	14.775269668	15.95195423	14.80379491	0.069674127522	0.386128998	0.080978023442	-1.9845408564	4.4300701547	1.4716632087	5.5129688555	20.695852136	7.8802907096	0.59428571429	0.26285714286	0.26285714286	2.440465743	-18.760856554	-3.9927467923	1.0116174942	0.84061431643	0.98094737632	0.84351459279	18817	1400	351675769.75	2.5892308756	18817	0	18817	135822484.22	0.76993851463	2.2801302932	2.538421464	1.5516845679	0.38853164692	0.24259483042	2.1233671278	0.70134671256	1.8807722974	2.5514840154	18829.5	18829.5	6.1054423248	0.17040681495	22.360679775	193	0	1178.3503687	3.8158453803	19.142247888	855.31818182	3108.6937097	1.4767724438	0.30229461095	0.69509273853	0.21933135549	65.915617207	40.891123396	0.090077964353	366.664287	13.334755247	8.6148930955	0.00049777533128	211.85733684	31.791323073	0.90476882207	3	18	916	2809	0.048679385662	0.14927990647	0.80204070787
2	208.94421635	81.527311674	197.93689754	32.912908748	44.210410459	31.427716926	-1.3581225275	1.0016196595	-0.41391692125	0.42780633055	0.16692445791	0.40526921154	21	0	47	255	252	255	208.39915374	83.876586742	198.32369535	213.74071479	91.905395936	203.64260687	-5.0246659815	-6.8442959918	-4.9393627955	-10.336502892	-145.70899044	-15.695602854	57.40035901	99.653462948	54.018188518	37.357753312	63.178481775	34.253578708	227.6875	74.5	198.5625	4.8440524099	5.6789083458	6.4028192033	0.021275003722	0.076226957662	0.032245863158	-6.2781658791	-20.239391341	-6.5372301135	10.896762883	40.21621857	17.371657191	0.59249743063	0.50668036999	0.43782117163	-1.1239537137	-36.179976298	-11.627247459	0.99464957631	0.6926275601	0.94451699999	0.84773136898	11204	1946	463359483.38	5.8077268446	11204	0	11204	79783277.653	0.98042837401	3.2433333333	3.299566076	0.73686055907	0	0.011035845395	2.1687453774	0.40083554676	2.157709532	4.5961722312	11265.5	11265.5	6.0110317205	0.05495749955	33.600595233	267	0	1604.9454694	4.1142617687	33.041850765	622.44444444	919.52730744	1.3557227358	0.29849813128	0.82464316019	0.17185557617	58.873366936	40.803069676	0.079303287892	503.56380914	15.631948245	8.7279374734	0.00042768228104	208.48044302	32.881155551	0.87585441861	0	12	0	2470	0	0.22045697965	0.77954302035
2	208.92208313	74.871850425	191.82386455	33.284152464	52.386976524	33.059055797	-1.220563268	1.0150561475	-0.25689444675	0.43926464477	0.1574202032	0.40331515202	24	0	37	255	246	255	204.66190476	96.303968254	196.61269841	219.75853852	118.22875298	212.56076251	-13.942873969	-18.792108363	-14.358068316	-23.585863889	-335.38868453	-61.492251115	55.650598819	97.884463697	54.317182505	35.113178948	64.879752369	33.745217033	178.5	75	197.25	45.156671711	37.526657192	35.592309563	0.252978553	0.50035542923	0.18044263403	-14.371669682	-63.100567927	-26.606699982	17.122981265	63.992732839	26.606699982	0.94051825677	0.87220259128	1	-1.1460869323	-42.835437548	-17.740280448	0.99454421423	0.63608508627	0.91534677629	0.85459180518	12462	1698	404467133.49	4.1581119151	12462	0	12462	97271824.748	0.96420328323	3	3.1570579461	0.90215445181	0	0.0070674420585	2.2152271117	0.43896541008	2.2081596696	3.8026278196	12487	12487	6.8647288069	0.080010698578	27.459060435	204	0	1400.4046766	4.6209000867	19.706166974	733.05882353	1586.5190335	1.2710089404	0.32269460822	0.81678892947	0.20615452207	66.575369498	33.901388031	0.093945602849	466.58831945	14.223206486	8.6356672387	0.00059104813147	208.54158285	33.009231673	0.88650546031	0	15	0	2923	0	0.23455304125	0.76544695875
2	205.39566334	61.955197945	188.49010275	34.795657113	44.738319799	32.845404827	-1.1346287309	1.0095384155	-0.25371252358	0.45058623412	0.13591406397	0.41349970191	6	0	51	255	248	255	199.87338262	88.692236599	191.58780037	226.81313599	126.07215541	219.613321	-25.035952064	-32.970039947	-25.848868176	-41.115664426	-602.84576503	-76.803034739	64.081031565	112.47617145	60.701230378	38.317127331	74.531271397	36.959631325	224.75	61.875	197.4375	16.192204915	17.399263634	16.863306133	0.072045405627	0.28120022034	0.085410857276	-23.932497833	-88.844505012	-35.417083227	23.932497833	88.844505012	35.417083227	1	1	1	-4.6725067226	-55.752090028	-21.074042246	0.97775718843	0.52634971897	0.8994387029	0.85297628014	13236	1502	368455824.5	2.7103657182	13236	0	13236	135943213.14	0.81294773439	2.8884615385	3.7843055819	1.4049038765	0.41825324872	0.24305786072	2.6450904402	0.70301522266	2.4020325795	3.2638603024	13192.5	13192.5	6.967861827	0.11149335927	25.495097568	175	0	1219.3758197	4.5140634477	24.798466968	696.63157895	1986.1183569	1.3038761867	0.26374086811	0.84359831843	0.12227777883	84.48185673	24.314048596	0.083098262217	441.68603541	14.617605089	8.7929172341	0.00045558086036	205.27067647	34.55741027	0.90281370731	2	13	374	2706	0.028256270777	0.20444242974	0.76730129949
2	206.81145628	120.45023254	213.38323596	32.319324278	42.157379073	27.628413776	-1.351216354	0.1059062464	-0.88125665237	0.38252732395	0.22278990704	0.39468276901	10	0	25	255	255	255	202.07534573	120.88841202	210.81640439	210.65336134	129.50770308	217.67857143	-4.2149944873	-5.5352811466	-4.3180815877	0.75045682009	-33.992644525	4.3688668624	56.755108409	87.927095562	48.707623168	37.338186329	56.055752129	30.985769895	198.5625	106.9375	200.6875	23.173176169	17.133551697	22.089926296	0.11670469585	0.16022023796	0.11007126152	-2.6265010966	-20.367426024	-5.0516856353	21.290707201	42.381110386	15.171270789	0.88257993385	0.6565600882	0.88257993385	-3.2567137833	2.7429445622	3.8190909649	0.98449687174	1.0233030988	1.0182239713	0.82154745993	120842	2492	4.79e+08	1.1654501217	120842	0.272070626	120842	4.11e+08	0.37952422971	1.782546495	1.6291438407	2.2636201608	0.68203108191	0.58487507352	1.4703207138	0.84622460437	0.88544564028	1.7921695512	120831.5	120831.5	8.3364306445	0.29970184129	347	270	0	2250.836274	28.83616453	21.432663382	649.68817204	6538.4498606	1.4379813727	0.3018821282	0.68671392202	0.23297179989	163.67903879	41.82925624	0.074937502434	383.38920415	14.205998238	8.8738444382	0.0002801580889	206.44132698	32.220647537	0.90296918706	24	157	5386	24433	0.044570596316	0.20218963605	0.75323976763
2	210.0141731	130.08782546	215.76072936	37.876427157	46.388049248	31.985689321	-2.3972542603	-0.051810585837	-1.6691303727	0.3778166129	0.23402868897	0.38815469813	0	0	27	255	255	255	212.63496144	129.50514139	218.63753213	206.01662404	122.63043478	213.32736573	6.3973843058	6.7102615694	5.439637827	31.808515355	111.36010869	26.691181722	48.509443923	64.230965645	42.843971561	33.376541982	41.065155685	27.830840786	211.4375	134.4375	218.6875	32.345727597	40.805895331	32.505227945	0.15298008914	0.30353060218	0.14863779569	3.7574668705	10.201125558	3.1376822815	11.765725402	24.024669749	9.5166830707	0.33802816901	0.28772635815	0.28772635815	-0.053996962058	12.380537491	6.1965843614	0.99974295505	1.1051807216	1.0295689149	0.82215407674	12559	994	222203730.89	1.9162954501	12559	0	12559	115954839.26	0.70195340762	2.0970464135	2.0515644477	1.9621166398	0.67322239032	0.48598431633	1.3868833856	0.77951244997	0.90089906928	2.2174246081	12621.5	12621.5	6.2549813852	0.21598065283	24.020824299	137	0	856.93244978	4.4041286431	43.506914673	897.07142857	2822.0658711	1.4893261923	0.31019214321	0.64573627243	0.18696221297	3.8933468781	41.022852766	0.079707728425	446.98754786	14.557550726	8.6611062808	0.00040653264096	209.44986788	37.734267195	0.91817120595	2	11	323	1166	0.025718608169	0.092841786766	0.88143960506
2	220.35982362	138.95404214	223.01871632	26.047788456	45.82377407	23.98741591	-1.1019166719	0.38283067748	-0.70124111169	0.37840888592	0.23861629319	0.38297482089	46	0	78	255	255	255	218.56779661	135.39661017	224.48135593	193.27371956	105.74307305	200.27791772	24.205513784	27.213659148	23.095238095	83.781186111	271.48998446	82.639461679	54.571536832	92.129307346	49.611741487	40.880332779	51.165149219	31.96023975	211.125	114.1875	209.75	32.364863278	35.206921816	33.777766356	0.15329716177	0.30832553314	0.16103821862	24.474250902	45.372199279	22.770084901	24.837290391	45.599991354	22.990193461	0.018170426065	0.018170426065	0.018170426065	10.291653551	21.246754163	13.454571319	1.0489919703	1.1805050013	1.0642026398	0.82806181129	10205	1596	317711174.63	1.5540645893	10205	0	10205	204438848.18	0.34915912059	3.8365384615	6.364772817	1.3329140737	0.13375796178	0.23881094457	3.1244366125	0.55969241049	2.8856256679	3.9497207463	10156	10156	6.5672471691	0.073242120384	21.840329668	201	0	1320.016681	4.2161144367	27.426566299	2551.25	4174.2583997	1.4452936003	0.1448418257	0.58526688415	0.1866014056	30.151438882	13.558743579	0.093472701906	437.79720336	14.456061346	8.3805859359	0.00096856807463	218.57604152	27.08664882	0.83764290098	0	3	0	424	0	0.041548260657	0.95845173934
2	208.08392381	94.540259501	203.67323088	29.278121177	41.515146878	27.903610007	-0.96181228044	0.74821731792	-0.35010742186	0.41099148045	0.18672870303	0.40227981652	53	0	77	255	239	255	200.98987627	107.77952756	206.28008999	215.55555556	126.07040704	221.36083608	-14.318993506	-16.835227273	-14.314935065	71.321310632	-49.891093595	12.341641513	81.437776183	107.56790747	62.881267075	54.272128908	64.698093526	38.829166865	239.5	168.5	236.5	19.595917942	25.588083164	22.002840726	0.081820116669	0.15185806032	0.093035267339	0.63653374809	-24.508519445	-8.0909860599	23.241168562	39.962909654	20.525980689	0.80194805195	0.80194805195	0.80194805195	-1.984246259	-23.167028472	-5.8909141136	0.99055427456	0.80318101903	0.97188968507	0.83980763106	10867	1232	254940025.91	2.6064488835	10867	0	10867	97811250.981	0.84964569618	2.6324786325	2.2946538014	1.6540394021	0.62860034968	0.3664369614	1.6794134272	0.78417037416	1.3129764658	2.9545808795	10871	10871	5.5199816501	0.13099292092	17.804493815	185	0	1021.1966053	3.1041815047	18.854232818	776.21428571	1856.3036689	1.5252856017	0.32820429741	0.65014572579	0.25769600208	16.499492349	36.292804646	0.077206694323	466.9606361	15.380375905	8.7379321842	0.00032568853049	207.98402926	29.180175692	0.85193635703	1	10	522	2000	0.048035336339	0.18404343425	0.76792122941
2	222.23102233	137.18296122	221.73325499	28.578672436	56.334624428	26.077135171	-1.0973608978	0.22217459697	-0.57566011548	0.38240054772	0.23605542989	0.38154402239	36	0	57	255	255	255	206.68869427	106.24124204	210.62261146	188.06509804	84.622745098	192.81176471	17.295053004	19.448174323	16.61130742	101.31436952	370.69847892	103.82510345	57.99571851	111.12969751	56.152485017	45.205866283	55.327637438	34.560612138	168.125	93.875	185.8125	54.812036771	63.99987793	47.23110568	0.32601954957	0.68175635611	0.25418691251	33.635676594	55.665031804	26.99752197	34.496310504	56.517253405	27.775851479	0.053003533569	0.053003533569	0.053003533569	12.162852262	19.475673249	12.169109998	1.0578995488	1.1654585165	1.0580686644	0.83430879616	8510	1698	292822592.11	2.8195243972	8510	0	8510	103855314.18	0.89426011853	4.0428571429	3.5735819393	1.0373040339	0	0.0065928692319	2.3505360548	0.4338975134	2.3439431855	4.6016429141	8512	8512	5.8497759853	0.052934358288	24.020824299	243	0	1421.4955644	3.6184612638	19.061054462	1215.7142857	2606.3834119	1.4274129506	0.34612671964	0.62762351726	0.24879548252	31.951355756	30.729459532	0.10904489389	429.68382305	13.72940343	8.2615166487	0.0017651619509	219.86763507	30.556648518	0.87744220174	1	5	258	655	0.030317273796	0.07696827262	0.89271445358
2	210.58101753	38.975844378	184.17101325	18.442733399	22.941410358	16.795192551	-0.82235420634	0.43750296825	-0.046460202683	0.48551414283	0.089862438202	0.42462341897	112	0	104	255	129	253	201.47028862	51.276740238	185.33106961	213.49331104	69.35451505	199.66220736	-11.509852217	-16.162561576	-13.20320197	25.051143259	-1589.8740728	-103.67195266	71.25598225	107.42160825	68.767719746	47.403713455	69.991832934	39.640002832	225.375	114.125	214.625	21.615604896	22.546826273	21.212835148	0.095909505915	0.19756255223	0.098836739185	-1.7070363041	-60.011985183	-21.374898371	2.9205268323	60.011985183	21.374898371	0.62931034483	1	1	0.51284746385	-78.731443595	-25.393131743	1.0024413383	0.33112515843	0.87882883428	0.85898330238	4678	812	198644759.38	3.5098001154	4678	0	4678	56597171.59	0.93696215708	2.4457831325	2.4033201223	1.1705995834	0.2351432236	0.010518592419	1.7349366318	0.58298068708	1.7244180394	2.9680138908	4623.5	4623.5	6.2922560622	0.13060007042	20.024984395	106	0	666.97914259	3.9583503619	13.965860033	779.66666667	795.07372125	1.4233389585	0.29486324334	0.83367354789	0.10968633851	69.505735016	12.021185384	0.10431245744	163.95471752	9.1720558599	7.9350379497	0.00053880961513	210.96033062	18.580625457	0.87324073277	0	3	0	424	0	0.090637024369	0.90936297563
2	212.1678934	106.70888325	208.27969543	36.908944201	57.929324367	34.738606121	-1.3919059705	0.4734352031	-0.74746151638	0.40247612358	0.20242354766	0.39510032877	27	0	41	255	252	255	212.33378016	83.167560322	204.07238606	195.07754011	62.965240642	186.7473262	16.097759674	18.054989817	16.221995927	73.769642022	232.00090114	57.472913606	67.743088593	108.92707426	56.521984576	48.583083905	59.657424178	35.202848538	205	69.125	194.625	16.796577032	24.30759912	19.659205859	0.081934522108	0.35164700355	0.10101069163	5.1499958279	21.900222547	7.8060596436	11.870117341	42.071455421	16.71116526	0.63238289206	0.33095723014	0.33095723014	2.099723336	-10.998404724	-1.2844495646	1.0099954378	0.90656139553	0.99387085246	0.83947821364	7880	982	220011369.58	2.0700629941	7880	0	7880	106282451.41	0.77067576418	2.5842105263	2.9674299107	1.4994621489	0.24010152284	0.00087600590713	1.9675985301	0.61190723846	1.9667225242	2.7655937669	7878.5	7878.5	6.6317228513	0.14640114996	40.447496832	124	0	822.33363357	5.0946418935	27.114412591	716.36363636	1611.6456453	1.2865503386	0.24916769841	0.84486110838	0.086164922934	65.634774777	18.136201656	0.09609116751	526.86343926	15.617163588	8.565614563	0.0012747483762	210.43086341	37.045896035	0.89891606898	1	8	306	1169	0.03883248731	0.14835025381	0.81281725888
2	185.79472141	92.587096774	192.62756598	49.760871887	57.664045305	47.411077466	-0.40059912648	0.13302870204	-0.5678524401	0.39446076374	0.19657166054	0.40896757572	51	0	53	255	231	255	188.57959184	97.032653061	197.91020408	188.67444877	100.4539559	198.18936446	-0.36237623762	-3.2514851485	-0.10099009901	-37.192671599	44.00622394	-10.654786504	111.17427885	135.01986499	71.494926752	60.925346799	75.799039915	45.000089208	249.875	234.3125	251.125	5.3604454106	12.08159111	3.8709656418	0.021452507896	0.051561871902	0.015414497329	-3.3258774035	-23.988118649	-7.0553648683	57.967661944	72.272471664	38.022599741	0.69504950495	0.40099009901	0.59504950495	-24.273448657	-25.120191199	-16.936579014	0.88444965913	0.7865876308	0.91918188575	0.82194986584	1705	1010	214079851.44	3.9140421037	1705	0	1705	54695336.884	0.90354056813	4.9029126214	6.8675481493	0.77895644817	0	0.010317987978	2.8724108726	0.33045618785	2.8620928846	6.1150384312	1688	1688	7.9506866978	0.029864035068	30.805843601	106	0	842.77278997	5.8206345502	32.819074969	213.125	157.51780653	1.1694124829	0.28327188342	0.79872758602	0.20481717679	67.021351689	26.794995653	0.053418369888	1408.1743857	27.893565854	8.8183828677	0.00060702075853	185.13537252	50.761233347	0.85249560577	0	6	0	888	0	0.52082111437	0.47917888563
2	222.43658306	112.34867487	212.00047326	28.010433052	62.580403044	32.384218019	-1.0650285305	0.3058633182	-0.41832190843	0.40680758544	0.20547111686	0.3877212977	83	0	95	255	252	255	222.72972973	109.12407862	213.87346437	203.04156479	84.372860636	193.38386308	18.907243816	23.118374558	19.733215548	44.139886235	192.23893517	57.528347642	48.728547346	117.3486694	56.698823061	33.835656169	62.625330807	33.943533771	222.4375	129.9375	217.4375	42.94614178	70.392177078	47.985634243	0.19307060086	0.54173873653	0.22068702153	24.83184937	43.373011799	26.531772568	25.127492306	44.853540668	26.989928536	0.006183745583	0.006183745583	0.006183745583	12.368412992	-5.358613103	2.4363282647	1.0588780918	0.954475095	1.0116256923	0.84913299436	8452	1132	302870215.7	4.7487920435	8452	0	8452	63778369.937	0.92196216314	2.3196721311	2.2854435234	1.3866188539	0.64363464269	0.32198713718	1.58158623	0.75901186495	1.2595990928	3.0782698689	8441	8441	6.2452077818	0.12415772336	27.166155414	148	0	924.29075171	3.7358460368	19.446506677	1690.4	3007.063724	1.2955045335	0.38308504784	0.79914970553	0.21307241387	55.868757694	20.046036902	0.11945248838	375.76862719	13.209158149	8.1538639598	0.0025050918749	220.51073539	28.112881744	0.87308207619	1	3	190	568	0.022479886417	0.067203028869	0.91031708471
2	210.22617508	71.381306598	193.41882277	26.141633924	35.886016786	24.023839752	-1.0053231345	1.031687555	-0.12663144726	0.4425569134	0.15026811343	0.40717497318	61	0	80	255	231	255	203.1255161	87.35342692	194.24112304	219.07704918	110.12131148	211.46229508	-15.333136792	-20.451650943	-16.208136792	6.2794878692	-298.62804728	-34.371779828	62.280901992	100.31279778	57.620215361	41.907240236	65.19972661	36.513005854	220.0625	44.75	188.125	10.065217024	9.775607398	10.005467255	0.045737992727	0.21844932733	0.053185208002	-11.573318645	-57.175786168	-22.420469393	15.959196444	58.27623989	25.443361236	0.78242924528	0.94162735849	0.78242924528	0.15800501045	-46.325981375	-16.145322228	1.0007521606	0.60643064526	0.92295761172	0.85350855058	9276	1696	441441626.89	5.0577180449	9276	0	9276	87280790.064	0.94615597269	3.2615384615	4.153662566	0.9487516212	0.21108236309	0.2627612034	2.3027544219	0.5755527282	2.0399932185	4.4023593188	9304	9304	6.4320351641	0.062877926998	32.388269481	212	0	1363.5914548	3.9060845799	21.914958923	1030.6666667	2056.7131275	1.2624416217	0.36341044716	0.78546917079	0.20428082979	51.775725494	23.533052595	0.083803416229	340.03244262	12.794529393	8.5163686555	0.00032551191226	210.5124277	26.183844817	0.86718859326	0	7	0	1595	0	0.171949116	0.828050884
2	206.93513708	76.811738079	195.90967543	37.075543371	54.346463906	32.130571298	-1.6228756585	0.97874956593	-0.14109726109	0.43142356094	0.16013903695	0.40843740211	0	0	49	255	255	255	205.30629978	90.427226647	198.84286749	208.4040404	96.985569986	202.47835498	-2.9904661017	-5.3474576271	-3.2558262712	8.7449153622	-198.19148217	-22.292848258	65.952325883	101.44962977	57.797432114	43.403611029	64.51599448	36.47525661	168.1875	35.5	164.5	29.381581709	25.30069169	26.734808771	0.17469539478	0.71269554057	0.16252163386	-1.5370691715	-37.776514683	-13.019485909	25.550229007	54.154703572	23.63103308	0.70762711864	0.7468220339	0.7468220339	-3.1330329836	-40.895549893	-13.654469568	0.98508563681	0.65256569412	0.93484348399	0.84745513584	19441	1888	435769689.81	4.0926868254	19441	0	19441	106475210.15	0.94094885337	2.6818181818	2.3866400545	1.1746332399	0.41813692711	0.43595675536	2.0930420058	0.69120725392	1.6570852504	3.3851872658	19469	19469	6.2457177109	0.10197005087	21.470910554	248	0	1548.9379923	3.5619278706	29.052099961	720.03703704	2102.1044038	1.3842325295	0.36952468719	0.76984230123	0.22074808286	70.992605496	30.721472361	0.09342315288	378.4862699	13.512432286	8.7200515182	0.00067451660412	205.99189131	36.977366796	0.92822202735	3	20	981	4044	0.050460367265	0.20801399105	0.74152564169
2	197.6239543	51.104264436	179.53682922	35.919643103	38.099060416	31.00996872	-1.0318813903	1.184192215	-0.38801973615	0.46145244689	0.11932859027	0.41921896283	32	0	34	255	228	255	193.74494557	83.572317263	186.08553655	227.89164087	130.30804954	221.20897833	-31.141552511	-40.880136986	-31.837899543	-103.54501302	-1113.5633631	-146.81711639	63.142580691	117.64119551	64.404094537	32.911705466	78.478956886	37.219217971	212.125	79.25	202.0625	25.560895426	16.551057368	18.410149205	0.12049921238	0.20884614975	0.091111162165	-36.022500883	-109.37887636	-49.728809108	36.186131776	109.60418857	49.890619793	0.99086757991	0.99086757991	0.99086757991	-12.44421577	-66.603023537	-30.027315778	0.94076105977	0.43416397842	0.85671539481	0.85390750223	4901	876	234926366.72	3.6156649507	4901	0	4901	64974595.246	0.91140462738	2.5614035088	3.1145165456	1.1544161032	0.31646602734	0.14227225634	2.1135606509	0.61141915323	1.9712883945	3.1282522354	4945	4945	7.5247634782	0.12159912046	30.066592757	95	0	714.85253043	5.2702535232	28.072613598	408.41666667	615.60207092	1.21578048	0.33482954094	0.85548388271	0.11501381553	88.440801467	31.849840631	0.066041274018	542.35771691	16.460614111	8.849883518	0.00024245753879	198.22350704	35.985617709	0.88915113487	2	8	484	1509	0.09875535605	0.30789634768	0.59334829627
2	188.66516291	38.768421053	170.67769424	32.076649498	31.48352802	26.513133431	-0.91974586156	1.3559310735	-0.61258482408	0.47390057313	0.097380866044	0.42871856082	54	0	62	255	207	244	182.875	69.644444444	175.56666667	220.9260274	119.84931507	215.54246575	-35.052830189	-44.433962264	-36.520754717	-152.64589384	-1094.5643504	-167.82412063	61.442171294	83.917258172	56.715243981	29.026125196	64.251589784	33.40407058	222.4375	19.4375	176.1875	8.0775054163	12.025851061	10.260474831	0.036313595578	0.61869330219	0.058236111135	-46.670143863	-128.14782174	-61.308071879	46.670143863	128.14782174	61.308071879	1	1	1	-21.403007158	-78.93886692	-38.88645076	0.89811399247	0.32936296231	0.81444129786	0.85333317728	1995	530	154209316.01	5.5981629353	1995	0	1995	27546414.385	0.96298890132	2.12	2.1292800605	1.0863854042	0.46766917293	0.34940397734	1.6288581203	0.73491906493	1.279454143	2.9665005163	1992.5	1992.5	7.8195045592	0.14577571219	19.697715604	53	0	414.43374164	5.0977624575	18.093410883	285	152.17471162	1.1671643772	0.3846598914	0.8868610326	0.11145520969	53.229678351	7.2485705408	0.068182025912	551.31400257	16.250763385	8.5875167247	0.00025461283422	190.18261575	32.509109161	0.85974949893	1	5	328	1198	0.16441102757	0.60050125313	0.2350877193
2	241.59378596	210.27733026	245.45339471	16.688633234	28.42890641	14.143736999	-1.7004322694	-0.79783871141	-2.1950130692	0.34645818722	0.30154874376	0.35199306902	159	100	170	255	254	255	229.38461538	178.95897436	237.65641026	192.71859296	134.96984925	204.79899497	33.289256198	38.97107438	29.929752066	285.25733019	562.74447479	209.3020479	80.306190476	124.67420814	63.608955224	44.056258096	48.512761627	36.572040304	209.3125	177.1875	208.625	47.548289599	66.335528518	42.97073859	0.22716411872	0.37438040786	0.20597118557	62.497415176	118.69051871	48.428090099	62.497415176	118.69051871	48.428090099	0	0	0	31.525615896	92.570042292	35.88924971	1.1500732638	1.7864427419	1.1712566322	0.81504623571	869	242	65783541.237	1.8472241571	869	0	869	35612105.322	0.57546815292	1.9206349206	2.6958462588	1.5916783434	0.28653624856	0.15753468745	2.1747185818	0.61270026562	2.0171838943	2.0523219329	856.5	856.5	8.8528750094	0.23841483434	30.01666204	24	0	212.46900023	7.9756109146	0	869	0	1.5916783434	0	0.57546815292	0	121.13426462	0	0.17151849064	378.8586937	12.053519432	6.5947375561	0.010475656824	238.58823806	20.749016811	0.74833178916	0	0	0	0	0	0	1
