EpiOrStroma	Mean.Layer.1	Mean.Layer.2	Mean.Layer.3	Standard.deviation.Layer.1	Standard.deviation.Layer.2	Standard.deviation.Layer.3	Skewness.Layer.1	Skewness.Layer.2	Skewness.Layer.3	Ratio.Layer.1	Ratio.Layer.2	Ratio.Layer.3	Min..pixel.value.Layer.1	Min..pixel.value.Layer.2	Min..pixel.value.Layer.3	Max..pixel.value.Layer.1	Max..pixel.value.Layer.2	Max..pixel.value.Layer.3	Mean.of.inner.border.Layer.1	Mean.of.inner.border.Layer.2	Mean.of.inner.border.Layer.3	Mean.of.outer.border.Layer.1	Mean.of.outer.border.Layer.2	Mean.of.outer.border.Layer.3	Border.Contrast.Layer.1	Border.Contrast.Layer.2	Border.Contrast.Layer.3	Contrast.to.neighbor.pixels.Layer.1..3.	Contrast.to.neighbor.pixels.Layer.2..3.	Contrast.to.neighbor.pixels.Layer.3..3.	Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.	Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.	Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.	StdDev..to.neighbor.pixels.Layer.1..3.	StdDev..to.neighbor.pixels.Layer.2..3.	StdDev..to.neighbor.pixels.Layer.3..3.	Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.	Mean.Diff..to.neighbors.Layer.1..0.	Mean.Diff..to.neighbors.Layer.2..0.	Mean.Diff..to.neighbors.Layer.3..0.	Mean.Diff..to.neighbors..abs..Layer.1..0.	Mean.Diff..to.neighbors..abs..Layer.2..0.	Mean.Diff..to.neighbors..abs..Layer.3..0.	Rel..border.to.brighter.objects.Layer.1	Rel..border.to.brighter.objects.Layer.2	Rel..border.to.brighter.objects.Layer.3	Mean.diff..to.scene.Layer.1	Mean.diff..to.scene.Layer.2	Mean.diff..to.scene.Layer.3	Ratio.to.scene.Layer.1	Ratio.to.scene.Layer.2	Ratio.to.scene.Layer.3	HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.	Area..Pxl.	Border.length..Pxl.	Length..mu_m.	Length.Width	Number.of.pixels	Rel..Border.to.Image.Border	Volume..Pxl.	Width..mu_m.	Asymmetry	Border.index	Compactness	Density	Elliptic.Fit	Radius.of.largest.enclosed.ellipse	Radius.of.smallest.enclosing.ellipse	Rectangular.Fit	Roundness	Shape.index	Area..excluding.inner.polygons...Pxl.	Area..including.inner.polygons...Pxl.	Average.length.of.edges..polygon...Pxl.	Compactness..polygon.	Length.of.longest.edge..polygon...Pxl.	Number.of.edges..polygon.	Number.of.inner.objects..polygon.	Perimeter..polygon...Pxl.	Stddev.of.length.of.edges..polygon...Pxl.	Mean.of.sub.objects..stddev.Layer.1..1.	Area.of.sub.objects..mean..1...Pxl.	Area.of.sub.objects..stddev..1...Pxl.	Density.of.sub.objects..mean..1.	Density.of.sub.objects..stddev..1.	Asymmetry.of.sub.objects..mean..1.	Asymmetry.of.sub.objects..stddev..1.	Direction.of.sub.objects..mean..1.	Direction.of.sub.objects..stddev..1.	GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..	GLCM.Contrast..quick.8.11..Layer.1..all.dir..	GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..	GLCM.Entropy..quick.8.11..Layer.1..all.dir..	GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..	GLCM.Mean..quick.8.11..Layer.1..all.dir..	GLCM.StdDev..quick.8.11..Layer.1..all.dir..	GLCM.Correlation..quick.8.11..Layer.1..all.dir..	Number.of.sub.objects.Nucleus..1.	Number.of.sub.objects.Dark..1.	Area.of.sub.objects.Nucleus..1...Pxl.	Area.of.sub.objects.Dark..1...Pxl.	Rel..area.of.sub.objects.Nucleus..1.	Rel..area.of.sub.objects.Dark..1.	Rel..area.of.sub.objects.unclassified..1.
2	223.14841205	166.00468241	225.7595684	40.058438601	59.214502162	35.547535071	-2.1193281107	-0.46752728089	-2.0096366922	0.36289448165	0.26996465097	0.36714086737	15	0	34	255	255	255	219.7963844	149.65461465	221.38725024	198.26722533	124.79702048	198.52700186	20.290184922	22.554765292	21.248221906	69.137193752	291.39994376	97.349327312	61.583538986	163.16858135	71.026526939	41.365084558	83.474081976	41.851948933	212.125	166.375	229.8125	26.906957743	29.036345758	23.444665571	0.12684482142	0.17452349066	0.10201649419	9.8473234916	42.693408841	18.27137419	24.172405838	82.438766598	32.656211642	0.29018492176	0.29018492176	0.29018492176	13.080241987	48.297394438	16.195423408	1.0622666536	1.4103177914	1.0772814615	0.82605036863	4912	1406	186713903.22	1.4976281015	4912	0	4912	124673076.74	0.60475416552	4.8819444444	4.7390465768	1.1369946002	0	0.017087631545	2.5922389762	0.22506196702	2.5751513446	5.0152911539	4923.5	4923.5	6.486662527	0.043906236266	23.537204592	183	0	1187.0592424	4.0909624964	18.900137148	982.4	824.62878921	1.497213448	0.32928257885	0.62405301081	0.17275718177	18.71756343	31.743530791	0.11732520648	911.27373232	18.996305276	8.0369289341	0.0039530974743	219.79310048	42.469481216	0.86451235402	0	2	0	222	0	0.045195439739	0.95480456026
2	198.93291484	123.74890334	207.18416276	37.985377907	57.872202556	32.841757626	-0.91572094687	-0.21055375431	-0.6948992403	0.37544005842	0.23354755314	0.39101238844	46	0	75	255	255	255	209.07725948	149.70408163	216.03790087	216.91037736	163.05188679	222.75314465	-4.2524038462	-6.4387019231	-3.6334134615	-47.179240333	-190.98676502	-50.03670615	82.715313151	168.42941301	71.007925041	45.610329649	91.336476404	38.441136719	212.8125	105.875	207.1875	13.671223199	15.095011593	13.906917119	0.064240696382	0.14257389935	0.067122375234	-22.130821078	-52.130807698	-20.784975978	30.436977471	76.039219276	27.196666998	0.5625	0.5625	0.5625	-11.135255226	6.0416153701	-2.379982237	0.94699218248	1.0513274537	0.98864318017	0.81685099725	13222	884	253317471.75	2.0866516099	13222	0.058823529412	13222	121399025.38	0.6857654138	1.7894736842	2.3258579777	1.8906459903	0.65073362578	0.57156944765	1.7581927677	0.78399268369	1.1866233201	1.9219571342	13231	13231	6.8328795674	0.29972929807	52	109	0	744.78387285	6.3120853315	27.110189249	440.73333333	1216.3815173	1.4545911784	0.31123878088	0.70981271693	0.19865950269	111.99383521	36.008667004	0.073982512023	464.6458764	15.337449196	9.0261869748	0.00022888124731	198.58849778	37.977275609	0.91592519053	7	20	1310	4346	0.099077295417	0.32869459991	0.57222810467
2	193.3695785	108.30991651	205.35043779	30.643004608	34.274201571	25.81051789	-0.7154324595	-0.27001943376	-0.34550349604	0.38137704697	0.21361641494	0.40500653809	45	0	98	255	205	255	190.2556391	106.81954887	203.88721805	181.29271917	98.604754829	195.61218425	8.2292134831	7.5382022472	7.804494382	-8.1148841266	-142.2763086	-13.372293155	83.25037503	149.73280188	68.381850926	48.387642305	84.84716911	39.396155879	160.5	92.25	185.75	27.351873793	27.451092874	25.791229129	0.17041665915	0.29757282249	0.1388491474	16.874923595	19.098737651	11.325615847	30.011615355	45.794815392	20.196392746	0.46853932584	0.46853932584	0.46853932584	-16.698591568	-9.3973714589	-4.2137072033	0.92050870171	0.92016321486	0.97989299551	0.81275626041	4911	890	182262177.7	2.6012414413	4911	0	4911	70067381.985	0.86897322144	2.8164556962	2.6004140962	1.3950064469	0.28853593973	0.34071586015	1.8345757693	0.65744982214	1.4938599091	3.1750096401	4946.5	4946.5	5.7113504336	0.11450858073	17	129	0	736.76420594	2.8832509767	26.693110589	288.88235294	243.99225695	1.5780946977	0.30846951341	0.59555849883	0.21903052793	116.553503	45.921590525	0.058254677503	526.26775481	16.675222503	8.8761000413	0.00019591151892	192.65112626	31.325633332	0.85548259984	4	11	1263	2012	0.2571777642	0.40969252698	0.33312970882
2	215.65187341	118.27864678	223.44379774	27.516705749	43.064244125	24.605631313	-0.49558408462	0.66896045927	-0.62261536693	0.38690672762	0.21220684731	0.40088642507	102	0	113	255	250	255	201.97191011	95.814606742	214.08614232	165.91977612	56.210820896	179.11007463	32.828985507	35.184057971	32.079710145	177.68416062	550.32351784	167.20452016	65.126841394	88.575444742	57.129962919	41.472917503	37.249273803	31.128078437	196	54.8125	204.375	10.547511555	14.440475884	10.469449603	0.053813834464	0.26345223961	0.051226664727	46.238932684	58.325997887	38.578455276	46.238932684	58.325997887	38.578455276	0	0	0	5.5837033435	0.57135880783	13.879652749	1.026580435	1.0048540648	1.0662310471	0.82098462234	2749	690	123907695.14	1.6155777121	2749	0	2749	76695595.767	0.58018277308	3.1651376147	3.4569568929	1.403371533	0.095671153147	0.014761008182	2.2369193941	0.51888779378	2.2221583859	3.2900441771	2763.5	2763.5	6.013227389	0.099997494608	16.124515497	98	0	589.29628412	3.0971011456	0.53394768873	1374.5	588.5	1.5674777703	0.12673716366	0.74889815554	0.01068135758	121.94902954	20.402127642	0.0703837306	604.36738009	17.647014952	8.4752480862	0.00064505157162	213.19221255	29.488893204	0.80777507243	0	0	0	0	0	0	1
2	200.24889306	72.316455696	199.58061155	26.694005353	34.956546249	25.072505687	-0.92698385138	-0.1117800559	-0.43015139361	0.42412497382	0.15316546529	0.42270956088	49	0	66	255	179	255	191.93619247	71.933054393	195.60041841	201.88041237	85.156701031	206.31649485	-8.9593949045	-11.150477707	-9.2842356688	2.9404122078	-609.57471755	-44.99570973	65.69507629	110.7628416	60.36379533	40.929055471	66.799069817	35.182979803	202.375	81.75	209.875	21.879999429	20.870134163	20.432434388	0.10811611824	0.25529216102	0.097355256164	-2.7802244322	-35.393628075	-8.3934464906	13.358517855	38.773531306	13.55551599	0.30493630573	0.88136942675	0.52308917197	-9.8192770088	-45.390832277	-9.9835334422	0.95325671183	0.61437534533	0.95236048875	0.83420395108	19197	1256	319454292.53	2.0728405024	19197	0	19197	154114265.99	0.70180382299	2.1144781145	2.5645915408	1.7301349697	0.49408761786	0.49560664749	2.0278532789	0.73271582773	1.5322466314	2.2662768664	19217.5	19217.5	6.802178792	0.21446116581	23.021728866	156	0	1061.1398915	4.5108734111	18.653893944	468.2195122	1535.201703	1.4230497786	0.3237366918	0.71829896191	0.21861857866	150.76376668	43.576942601	0.072875638688	285.71135999	12.730154456	8.6850563048	0.00025335203812	200.28732784	26.698042043	0.89419297685	6	30	1958	5896	0.1019951034	0.3071313226	0.590873574
2	196.53723768	105.09760859	206.7466081	27.747278665	33.296348039	24.733910812	-0.74842653289	-0.069623097816	-0.39033776653	0.38659403483	0.20672982401	0.40667614116	56	0	103	255	213	255	193.42038946	101.31386025	201.35738832	202.84484711	111.76217441	209.97961495	-8.7283950617	-9.4091710758	-8.1084656085	-28.288618968	3.8442012644	-1.753938527	53.769672148	81.608560158	46.704518084	34.68331542	51.928549169	29.99824244	225.5	148.6875	235.25	23.127364744	27.820223647	21.434493229	0.1025603758	0.18710532928	0.09111368004	-9.9297845497	-9.505727573	-3.7545606431	16.685342223	38.606329093	13.304249463	0.94003527337	0.50176366843	0.50176366843	-13.530932388	-12.609679383	-2.8175368945	0.93558789804	0.89287256889	0.98655525307	0.81659375158	10245	1134	236301927.47	1.7449221975	10245	0	10245	135422615.29	0.65138892832	2.6872037915	3.1235358729	1.7849778123	0.3840897999	0.48032759812	1.7788992613	0.6669286485	1.2985716632	2.8008966354	10206	10206	5.9445880145	0.1382862715	24.020824299	162	0	963.02325835	3.9916243683	16.612405047	353.27586207	600.06757646	1.5283000926	0.288149443	0.66882305468	0.20481681072	172.83073894	27.304547628	0.06562589521	336.70674215	13.969791399	8.7746242854	0.00021938967479	196.59019949	27.757907189	0.88402576254	7	18	2411	2332	0.23533430942	0.22762323084	0.53704245974
2	233.21131159	158.86259542	232.39243581	18.348922778	49.836685357	19.002421	-1.0469336053	0.26049095966	-0.70758220414	0.37345697534	0.25439737025	0.37214565442	113	23	131	255	254	255	220.02188184	114.4463895	219.9868709	195.6	85.393478261	196.1326087	23.665562914	26.687086093	23.17218543	169.36590249	515.55324166	169.59471277	61.912602468	148.20595168	64.042063383	37.382994637	60.430260978	35.436938487	248.9375	224.375	249.3125	6.8962739033	23.811433703	7.2346281003	0.027702832652	0.10612338141	0.029018312761	42.120304986	90.285565957	40.89209613	42.120304986	90.285565957	40.89209613	0	0	0	23.143141524	41.155307447	22.828290812	1.1101696726	1.3496411153	1.1089322356	0.8351689978	2882	604	115686936.76	1.5978737517	2882	0	2882	72400548.941	0.72832677265	2.7207207207	2.906244874	1.5363173004	0.29007633588	0.23299028653	2.194541517	0.61820990281	1.9615512305	2.8127423945	2892.5	2892.5	5.769226525	0.14101648836	25.179356624	88	0	507.6919342	3.746278194	0	2882	0	1.5363173004	0	0.72832677265	0	158.74989814	0	0.15082902983	254.37052658	10.301706589	7.4901280767	0.0030291529675	231.06989017	20.100825456	0.82777934374	0	0	0	0	0	0	1
2	203.8103078	59.727272727	191.84824624	18.052391969	23.350632402	17.665017625	-0.11257778727	0.52295486923	0.68019022431	0.4475552286	0.13115751351	0.42128725789	118	0	131	255	167	255	193.25592417	55.454976303	183.96208531	185.90322581	52.33640553	178.24884793	5.6892857143	3.2071428571	4.6642857143	62.303937408	-190.00187652	6.6735201426	66.891280039	97.711260449	62.662171871	41.152080157	57.802115495	36.499882532	197.3125	53.0625	189.25	21.282970745	22.807533706	19.629378492	0.10786427999	0.42982395677	0.10372194712	11.331121492	-31.686892535	-5.7118417218	31.921613908	44.808456407	25.820833625	0.50357142857	0.50357142857	0.50357142857	-6.2578622626	-57.980015246	-17.715898754	0.9702103262	0.5074220446	0.91546312107	0.84717033313	1397	280	6.1e+07	1.1730769231	1397	0	1397	5.2e+07	0.26228657958	1.8421052632	2.2705798139	2.0219886426	0.53901216893	0.29158543089	1.8308500393	0.75469982361	1.5392646084	1.8728363799	1384	1384	5.2904359574	0.30684934107	16.492422502	45	0	238.06961809	2.9096545097	7.7443474803	465.66666667	505.8829465	1.6477667087	0.28045443583	0.54142238077	0.29159265565	48.299556971	30.148675647	0.086138154981	256.307715	11.601150372	7.8491800748	0.00055711471634	203.2499644	18.99976847	0.80311549403	0	2	0	216	0	0.15461703651	0.84538296349
2	208.92530013	96.002371424	207.3509708	33.077284746	50.748340815	32.330888247	-0.77221200271	0.26377319165	-0.46338982447	0.40783527334	0.18740264279	0.40476208387	58	0	70	255	225	255	206.01203611	102.49147442	210.54563691	191.16862745	89.114705882	195.63921569	14.026825633	13.393442623	14.219821162	89.817398082	76.571792532	79.090567269	81.30933876	135.68469224	74.385344956	57.091750582	75.651333278	47.021033882	193.3125	95.8125	198.8125	41.685907016	57.986225466	40.409186378	0.2156399975	0.60520522339	0.20325274506	11.968795817	-10.314551733	6.8058418612	27.57022734	39.68702371	24.158014859	0.24590163934	0.50670640835	0.24590163934	-1.1428699316	-21.704916548	-2.2131741942	0.99455952831	0.81560261117	0.98943915623	0.8356569378	6747	1342	186883530.38	2.0506064766	6747	0	6747	91135735.944	0.62328600578	3.8125	2.5243468322	1.6893027411	0.37364754706	0.011661398916	1.8707502691	0.67809067765	1.8590888702	4.0844837204	6742	6742	6.1418008782	0.067064417955	48.093658626	183	0	1123.9495607	4.690957868	25.164060712	421.6875	824.97050847	1.4746399573	0.26535557281	0.72176326548	0.14710152255	29.12602027	44.349535099	0.072027822287	646.99427376	17.901046325	8.8163268092	0.00054781838373	207.20003182	34.07964726	0.84939077337	1	10	234	1273	0.034682080925	0.18867644879	0.77664147028
2	205.71100386	93.425289575	201.65410232	35.318371008	47.266449992	32.376683146	-1.5739781057	0.84147793776	-0.80515283093	0.41077266179	0.18655567353	0.40267166469	4	0	23	255	253	255	196.4550683	88.231488138	193.63191948	207.61355443	101.2444124	204.5075703	-10.557986871	-12.22428884	-10.42833698	12.811747587	-77.593117163	12.062698557	70.91261549	108.41230782	63.559992942	47.286791917	67.044435101	40.90393126	180.0625	110.625	182.75	67.290850743	67.375695729	65.413588038	0.37370829986	0.6090458371	0.35794029022	0.7898421551	-7.4466020421	0.78253876143	12.946305282	20.487201658	11.11067247	0.48741794311	0.43654266958	0.53665207877	-4.357166204	-24.281998398	-7.9100426795	0.97925832265	0.79370862403	0.96225478991	0.83935502774	20720	1828	397403749.5	2.534619647	20720	0	20720	156790290	0.87916117818	2.8473520249	3.0071934909	1.3311070599	0.29913127413	0.15770990615	2.0989008512	0.6150748412	1.941190945	3.1748362071	20698.5	20698.5	5.7540654292	0.10856298531	22.022715546	269	0	1547.8436005	3.6831639185	23.24187874	481.86046512	2026.7605793	1.4026057805	0.32036393885	0.72499422918	0.20969709179	25.134799498	38.854300166	0.077528663002	516.96392513	15.401836139	8.8580030902	0.00032469089723	205.34444129	35.175590222	0.88943558832	3	36	803	5193	0.038754826255	0.25062741313	0.71061776062
2	200.26358437	80.803622498	191.14966635	34.941048937	52.729631231	33.416112295	-1.0734641845	1.1526084209	-0.19955862009	0.42409239425	0.1711154918	0.40479211395	14	0	41	255	255	255	195.70116429	104.54204398	192.30659767	214.74303797	129.88101266	212.10886076	-18.528790787	-22.791746641	-19.05950096	-67.627615346	-673.12041806	-113.95321264	71.754001742	128.71337952	72.049446349	40.759280306	75.856497602	39.633137168	188.1875	40.625	174.8125	24.031798596	23.824554036	22.288502501	0.12770135421	0.58645056088	0.12749947802	-17.708985975	-53.837603128	-23.784283016	18.254304114	58.87923735	26.462406788	0.89635316699	0.89635316699	0.89635316699	-9.8045856989	-36.903665475	-18.414478647	0.95332664775	0.68647934966	0.91212963149	0.84604877634	8392	1042	214907371.06	2.1710147352	8392	0	8392	98989365.47	0.76533952244	2.6313131313	2.5349790629	1.6830868416	0.51191611058	0.33859733183	1.8325731291	0.72358195897	1.4939757973	2.8436424583	8391	8391	6.5580275689	0.13859929412	23.086792761	133	0	872.21766667	4.1101984173	24.408430507	322.76923077	483.10241848	1.3536854593	0.33976291104	0.75355026594	0.16736857377	32.597528137	31.031793789	0.078125108035	542.33604892	15.831225759	8.8388825671	0.00032075796459	200.32092428	34.549779028	0.87910839986	3	17	793	2695	0.094494756911	0.32113918017	0.58436606292
2	197.63292927	56.482405555	178.23019889	34.23752453	46.39981294	33.409816061	-0.90110812174	1.2378638018	-0.21640168688	0.4571180083	0.13064181575	0.41224017596	59	0	52	255	236	255	203.8	114.9112426	198.19526627	231.0493537	153.43125734	226.8119859	-26.074681239	-34.720400729	-27.058287796	-141.06868305	-1721.428509	-243.77070387	72.683894567	146.29759751	78.500793234	33.286457971	80.168119191	36.12987446	187.5625	40.125	187.5	26.301066399	27.034410942	29.436372059	0.14022561226	0.67375478984	0.15699398432	-34.747294157	-120.86584776	-52.825394631	34.747294157	120.86584776	52.825394631	1	1	1	-12.435240796	-61.224882418	-31.333946102	0.94080378388	0.47985478663	0.85048040492	0.85624354515	8497	1098	181302265.3	1.4761127967	8497	0	8497	122824126.79	0.3363783229	2.920212766	2.6207240698	1.9381876899	0.39861127457	0.18651212908	1.5907639855	0.6590530892	1.4042518564	2.977896091	8460.5	8460.5	6.7134140112	0.12208902442	25.806975801	139	0	933.16454756	4.933822967	19.325016168	424.85	901.91786073	1.5192862261	0.29061335006	0.69723443231	0.19163149973	96.567312987	37.423891294	0.080937815411	495.21945066	14.968039712	8.8643450573	0.0002511765006	197.99564506	34.448170396	0.88957398397	4	14	1219	2167	0.14346239849	0.25503118748	0.60150641403
2	222.82186593	167.45878046	228.4932458	23.420947824	36.857397055	21.76828162	-1.1449715609	-0.12917354544	-1.1908000996	0.3601022421	0.27063000326	0.36926775465	81	6	90	255	254	255	222.58563536	155.45165746	229.26657459	205.85733882	136.57064472	212.79835391	16.149895178	17.572327044	15.84067086	86.786645693	222.29165363	72.730274508	52.059769874	114.089669	48.204617078	35.87976649	57.049412519	30.474090978	226.5	152.875	227.0625	11.984364814	12.854352376	14.652084963	0.052911102932	0.084084071141	0.064528863034	20.219778629	43.880477562	16.350061401	25.234014441	59.92739665	21.11366873	0.10901467505	0.10901467505	0.10901467505	12.753695861	49.751492484	18.929100806	1.0607121767	1.4226713005	1.090326047	0.81784651004	7921	954	194394357.85	1.71992447	7921	0	7921	113024938.73	0.45850140861	2.5783783784	2.7738177485	1.871861848	0.39982325464	0.21581759826	1.8717585109	0.70847276469	1.6559409127	2.6797752809	7910.5	7910.5	5.4243679437	0.15217039639	18.248287591	149	0	808.23082361	3.1961321951	25.780675002	1320.1666667	2607.1085143	1.5776540768	0.2170931236	0.57138503781	0.13017047361	13.869605436	32.824429664	0.088289559499	303.75394958	12.674829216	8.2489501873	0.00058352223028	221.97262426	23.586815362	0.85264640931	0	4	0	417	0	0.052644868072	0.94735513193
2	200.14026672	80.291950494	198.92084812	30.128037449	44.487638889	27.005579497	-0.92652793947	0.43820467521	-0.099649425664	0.41752161651	0.16750065098	0.41497773251	27	0	87	255	229	255	210.78853047	101.81123059	209.59020311	217.00946746	109.7408284	215.49467456	-5.7472324723	-7.2380073801	-5.4649446494	-34.817560883	-221.10730002	-26.807964758	58.719341408	104.39951106	56.444621849	35.167261271	67.77397184	34.107380464	237.1875	153.875	241.8125	14.036642895	25.273194792	13.210879749	0.059179522085	0.16424497022	0.054632741274	-18.718838612	-47.913791199	-18.447151998	18.718838612	50.636054184	18.447151998	1	0.82933579336	1	-9.9279033472	-37.415337479	-10.643296872	0.95273961141	0.68213236306	0.94921222391	0.83502911379	10423	1084	187645923.66	1.4258615132	10423	0	10423	131601787.36	0.61937003291	2.6057692308	2.3692352436	1.7850194557	0.33992132783	0.22147731061	1.7238521891	0.67325424639	1.5023748785	2.654440054	10417	10417	6.4379352337	0.15444520802	23	143	0	920.62473842	4.3240871051	19.570553752	496.33333333	850.16252414	1.4504104645	0.29238482827	0.74560756693	0.16158533787	152.76315305	44.083342397	0.089244990919	249.10123191	11.499562318	8.6376243134	0.00027942823984	199.98728974	30.188782264	0.92915867735	2	15	667	3578	0.0639930922	0.34327928619	0.59272762161
2	218.02861783	88.516017025	203.48717518	20.629970315	34.102095602	21.351671521	-1.6520579998	0.62163120872	-0.25120554499	0.42748043071	0.17354999293	0.39896957636	31	0	48	255	238	255	213.23092574	96.317395727	204.21159715	216.54361055	101.14503043	207.67444219	-3.4462616822	-4.3894080997	-3.4221183801	18.928971485	-107.18185306	-11.095582919	43.634228494	76.186130397	45.697687556	30.279624306	49.145870585	28.930510846	205.4375	49.5	176.625	9.5849409883	17.324116139	9.0545223507	0.046656238459	0.34998214422	0.051264103897	7.0261785018	-14.062300957	-2.5303546524	7.4292374458	14.062300957	3.8472440756	0.086448598131	1	0.64018691589	7.9604477665	-29.191270948	-6.0769698168	1.0378945928	0.7520011594	0.97100186286	0.8520463679	17856	1284	325347531.38	2.2359657118	17856	0	17856	145506493.98	0.74984877358	2.2137931034	2.6512196806	1.5915630163	0.41330645161	0.1736106683	2.1246105072	0.67218626451	1.9509998389	2.4022209146	17833.5	17833.5	5.518085517	0.18772685634	22.360679775	198	0	1092.5809324	3.2140593598	28.584316778	2550.8571429	5882.2022219	1.6935359612	0.13109332548	0.63777780087	0.10693532974	82.520789282	38.409603924	0.10035203437	206.57665748	10.229757673	8.0947228833	0.00049808342541	217.89156956	20.639792144	0.87036758748	1	5	160	737	0.0089605734767	0.041274641577	0.94976478495
2	214.11493452	110.93995542	207.37113402	33.393923203	62.86112846	34.191398441	-1.2366316564	0.4561213053	-0.46169858935	0.40214964124	0.20836689122	0.38948346754	28	0	67	255	253	255	213.44539249	122.34982935	210.90784983	208.125	114.91891892	206.04898649	4.5976863753	6.3444730077	4.3110539846	3.8320482777	184.303199	31.145844384	39.691113789	102.81920356	46.386447902	26.999774152	53.937673721	28.908634641	219.375	99.125	200.25	9.2322464763	9.6038729167	11.177544453	0.042084314422	0.096886485919	0.055817949828	-3.1083478233	-2.2433781636	-1.3477391596	12.512767269	40.78314647	15.358178236	0.53598971722	0.21850899743	0.21850899743	4.0467644571	-6.7673325535	-2.1930109754	1.0192640535	0.94250710665	0.98953537126	0.84422712522	7178	778	1.92e+08	2.0425531915	7178	0	7178	9.4e+07	0.66855680001	2.1373626374	2.5143494009	1.789349443	0.53329618278	0.4110056436	1.807492343	0.74488166739	1.3964866994	2.2957145073	7171.5	7171.5	5.8233540965	0.20811518705	15.231546212	113	0	658.0390129	3.2376217828	25.863284126	652.54545455	1574.7381522	1.4267342602	0.25324031767	0.76262923693	0.12443597562	70.355436747	39.15724147	0.10002111204	393.33454119	13.690801146	8.4730912826	0.0010128679312	212.84107404	33.281437622	0.90688867033	1	9	201	1349	0.028002229033	0.18793535804	0.78406241293
2	208.80292989	136.85106383	215.33763516	33.87259236	53.979350533	29.546609819	-0.97659686475	-0.0016081392739	-0.77139393587	0.37220328993	0.24394493034	0.38385177973	56	0	81	255	255	255	208.48780488	144.51594747	216.02251407	212.24050633	154.61518987	219.25316456	4.168699187	4.0365853659	3.8414634146	94.971314267	290.77940313	60.391693464	67.730754443	124.28748694	50.199115246	48.212815634	60.505926651	33.034308863	205.1875	117.75	212.0625	23.025037324	23.429415272	22.542927799	0.11221461991	0.19897592588	0.1063032257	7.1452767314	-1.9268136392	-0.16728695808	30.167996165	62.885185615	21.603542587	0.31097560976	0.31097560976	0.31097560976	-1.2652401731	19.143775857	5.7734901626	0.99397700198	1.1626388322	1.0275499903	0.81945685069	5734	634	1.52e+08	1.4476190476	5734	0.22397476341	5734	1.05e+08	0.67056334768	2.0451612903	2.7833972794	1.7353814705	0.44785490059	0.56469348972	2.4572605818	0.72397087609	1.8925670921	2.0931503385	5703.5	5703.5	8.9090129546	0.22045470516	142	64	0	570.1768291	17.562716301	25.21981414	573.4	1144.7725713	1.5324024705	0.25157206906	0.68941079516	0.19200891712	17.518240674	26.101937224	0.080041177677	438.48899918	15.219492028	8.6483041732	0.00064028712033	208.00753387	33.584698046	0.89756482926	3	5	506	823	0.088245552843	0.14352982211	0.76822462504
2	204.84215953	90.761411566	201.67433686	31.08513943	45.917345137	29.426618195	-0.94528308774	0.50867569983	-0.3391770332	0.41192692506	0.18251647643	0.40555659851	29	0	68	255	250	255	202.92099057	99.353773585	202.14976415	216.74823529	117.13529412	215.60117647	-13.325497288	-15.951175407	-13.028028933	-7.6247343751	-320.21608835	-46.953298158	66.349890878	94.359844206	56.326959108	42.487308793	60.986837972	33.499211827	229.5	90.125	223.3125	15.68837149	13.806135411	19.486273213	0.068358917167	0.15318874243	0.087260109548	-7.7181276576	-32.56103515	-13.112738595	12.295672415	35.911768882	13.811766047	0.66726943942	0.80470162749	0.78752260398	-5.2260105374	-26.945876407	-7.8898081322	0.97512231132	0.77107724704	0.9623513453	0.8379613749	21338	1106	2.28e+08	1.3818181818	21338	0	21338	1.65e+08	0.48572224388	1.861952862	1.7630518324	2.2350597865	0.72340425532	0.66971755035	1.4700324977	0.84825094762	0.8003149474	1.8928590692	21336.5	21336.5	6.367375644	0.30603043684	32.015621187	147	0	936.00421967	4.4859823751	20.422584299	520.43902439	2162.6455124	1.4663457284	0.28947788911	0.69931034911	0.21386833154	91.951975926	40.260048856	0.07668328629	386.98157885	14.1496732	8.8193817201	0.00028737875963	204.53880891	30.944750154	0.89327330828	6	33	1822	5118	0.085387571469	0.23985378199	0.67475864655
