epiOrStroma	Mean.Layer.1	Mean.Layer.2	Mean.Layer.3	Mean.of.inner.border.Layer.1	Mean.of.inner.border.Layer.2	Mean.of.inner.border.Layer.3	Border.Contrast.Layer.1	Border.Contrast.Layer.2	Border.Contrast.Layer.3	Contrast.to.neighbor.pixels.Layer.1..3.	Contrast.to.neighbor.pixels.Layer.2..3.	Contrast.to.neighbor.pixels.Layer.3..3.	Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.	Mean.Diff..to.neighbors.Layer.1..0.	Mean.Diff..to.neighbors.Layer.2..0.	Mean.Diff..to.neighbors.Layer.3..0.	Mean.Diff..to.neighbors..abs..Layer.1..0.	Mean.Diff..to.neighbors..abs..Layer.2..0.	Mean.Diff..to.neighbors..abs..Layer.3..0.	Mean.diff..to.scene.Layer.1	Mean.diff..to.scene.Layer.2	Mean.diff..to.scene.Layer.3	Area..Pxl.	Border.length..Pxl.	Length..mu_m.	Number.of.pixels	Volume..Pxl.	Width..mu_m.	Area..excluding.inner.polygons...Pxl.	Number.of.edges..polygon.	Perimeter..polygon...Pxl.	Area.of.sub.objects..mean..1...Pxl.	GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..	GLCM.Contrast..quick.8.11..Layer.1..all.dir..	GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..	GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..	GLCM.Mean..quick.8.11..Layer.1..all.dir..	Number.of.sub.objects.Nucleus..1.	Number.of.sub.objects.Dark..1.	Area.of.sub.objects.Nucleus..1...Pxl.	Area.of.sub.objects.Dark..1...Pxl.	Rel..area.of.sub.objects.Nucleus..1.	Rel..area.of.sub.objects.Dark..1.	Rel..area.of.sub.objects.unclassified..1.
1	161.34003363	100.16104749	195.37054537	173.51320423	117.6540493	202.46830986	-19.568	-20.605333333	-17.176666667	-61.497460158	-203.24247297	-36.903963005	144.125	84.125	189.0625	-33.05218562	-51.113875975	-22.630456448	43.29545852	60.334374143	26.73760225	-18.211622443	-25.445579284	-9.1947361044	12487	1500	233658371.88	12487	12487	130563677.7	12484.5	215	1274.7687348	312.175	0.050322685508	847.43998291	21.278620755	9.7482993992e-05	161.80734288	8	26	2510	5554	0.20100904941	0.44478257388	0.35420837671
1	153.41463159	93.462215701	194.04527827	164.70063694	105.38375796	199.78503185	-7.7269417476	-8.3919902913	-6.432038835	-73.526434411	-184.13526466	-27.805842539	164.9375	98.5	198.0625	-22.917805894	-33.429791257	-12.569209593	31.166860329	41.319606892	19.149603176	-26.137024488	-32.144411072	-10.520003199	19082	1648	328930333.77	19082	19082	121121021.51	19117	229	1397.7484998	280.61764706	0.047870556493	814.03905415	21.230745792	8.3791194474e-05	153.53486131	23	40	7136	7483	0.37396499319	0.39214966985	0.23388533697
1	148.23064	89.066	187.70184	160.78088737	106.48737201	192.02525597	-25.270072993	-27.256517205	-22.732533889	-122.47925015	-290.55075188	-64.330571041	214	174.9375	221.625	-45.897430511	-60.218960812	-31.019276552	48.092424432	62.57301439	32.124691942	-31.321016078	-36.540626773	-16.863441472	12500	1918	374008784.25	12500	12500	144160054.87	12468	248	1626.0881108	304.87804878	0.043901313645	1016.7704009	23.369735563	8.420756221e-05	149.07071532	8	30	3109	7909	0.24872	0.63272	0.11856
1	148.4576226	87.704690832	184.26439232	156.61358811	100.07218684	185.40764331	-33.85942492	-35.952076677	-31.095846645	-197.82875802	-415.19626781	-127.68887705	150.9375	85.75	196.625	-65.25835924	-87.326170427	-46.380652673	66.699490104	88.490479524	46.850153628	-31.094033476	-37.901935941	-20.300889148	3752	626	122691690.59	3752	3752	52664695.176	3757.5	87	526.25517438	312.66666667	0.049649437651	970.83094341	23.00730681	0.00011237301907	149.46803154	2	9	746	2291	0.19882729211	0.61060767591	0.19056503198
1	136.46910385	79.87984471	181.92811388	149.30479896	98.907911803	183.71076524	-35.687187187	-36.816316316	-32.205705706	-243.246208	-500.02419781	-115.8378432	161.1875	97.6875	194.1875	-51.16771	-62.038459024	-32.422399566	51.175716905	62.038459024	32.464660234	-43.082552228	-45.726782063	-22.637167593	15455	1998	348000113.62	15455	15455	130153832.33	15371	264	1704.5163078	275.98214286	0.040407941119	1087.3160233	24.550826302	7.0333166429e-05	137.77573854	14	39	4138	10533	0.26774506632	0.68152701391	0.050727919767
1	156.16988276	104.7506595	197.19626282	160.76247401	108.9485447	198.1964657	-2.1454767726	-2.7004889976	-1.3869193154	-23.887386738	-82.191375413	-1.800475267	142.6875	87.6875	195.25	-15.984110097	-24.808480263	-8.4440981489	39.502831586	49.678976134	23.905148657	-23.381773322	-20.855967271	-7.369018648	40940	2292	6.18e+08	40940	40940	1.95e+08	40934.5	215	2052.6567327	330.16129032	0.04740011684	910.00998235	22.441050941	7.8494643739e-05	155.85678069	36	80	12582	19762	0.30732779678	0.48270639961	0.20996580362
1	160.56916579	110.62460401	197.84939282	166.81940299	119.38656716	196.0238806	-17.935267857	-18.934151786	-15.873883929	-145.17246949	-286.7841415	-64.776434659	168.1875	121	211.375	-35.190129525	-45.23699131	-21.150836414	42.544568522	54.554338441	26.292043377	-18.982490291	-14.98202276	-6.7158886522	7576	896	154494055.05	7576	7576	118793367.38	7553	121	745.78339456	270.57142857	0.043675317137	974.67261755	23.534459027	0.00010155920187	160.60891428	8	16	2318	3487	0.30596620908	0.46026927138	0.23376451954
1	129.16837041	79.05156344	181.27811185	143.25272727	95.801818182	185.08363636	-38.009485095	-39.12195122	-34.239837398	-412.1824744	-761.35235916	-180.07623391	206.1875	164.125	216.625	-68.608710969	-82.322431883	-40.908922255	68.608710969	82.322431883	40.908922255	-50.383285663	-46.555063333	-23.287169626	6652	738	117124353.99	6652	6652	103771691.68	6659.5	102	619.5692156	246.37037037	0.036754673615	1210.8665471	26.388450441	7.3277666871e-05	130.14265874	9	17	2933	3346	0.44092002405	0.50300661455	0.056073361395
1	136.08008033	83.368018075	183.85358353	148.4478458	103.91836735	184.80272109	-39.381318681	-41.592307692	-33.717582418	-322.24683867	-732.82974418	-140.45858074	188.5625	123	221.625	-68.426131424	-88.556299999	-40.937435858	68.426131424	88.556299999	40.937435858	-43.471575746	-42.238608698	-20.71169794	15934	1096	1.98e+08	15934	15934	1.83e+08	15950.5	105	952.09167212	306.42307692	0.039554184063	1051.464042	24.411804703	6.4922892141e-05	136.50427889	16	33	5194	9520	0.3259696247	0.59746454123	0.076565834066
1	155.14981818	97.336969697	185.63757576	168.62548765	112.79843953	192.51105332	-25.543434343	-27.519191919	-23.086868687	-244.21454508	-428.05907732	-133.08118799	155.125	119.25	183	-48.974281067	-58.451834208	-32.369716478	55.609968068	65.096372724	34.747250567	-24.401837896	-28.269657076	-18.927705714	4125	990	152739891.97	4125	4125	100380138.36	4063.5	137	853.79213608	242.64705882	0.040459897039	1286.5318611	26.382831335	9.7897964937e-05	156.387771	4	10	1222	1862	0.29624242424	0.45139393939	0.25236363636
1	133.07743039	76.737664875	177.29091353	149.57023061	90.813417191	183.21174004	-36.068561873	-37.056856187	-33.381270903	-546.02413805	-1043.5827392	-248.05105589	61.375	24.625	134.3125	-65.43951421	-64.209097464	-35.374366266	65.43951421	64.209097464	35.374366266	-46.474225692	-48.868961898	-27.27436794	4094	598	105010595.41	4094	4094	70855816.876	4100.5	95	525.77478069	314.92307692	0.035988953632	1146.81711	25.990095896	8.994540087e-05	134.32524892	7	6	2254	1840	0.55056179775	0.44943820225	0
1	121.41030156	63.980849659	173.80695576	133.01714286	77.203809524	172.30857143	-40.231563422	-41.351032448	-37.243362832	-518.52053102	-1132.7299234	-217.45591998	150.5625	79.5	188.5	-62.911206867	-72.657738587	-37.434232499	62.911206867	72.657738587	37.434232499	-58.141354515	-61.625777114	-30.758325716	4543	678	145903952.66	4543	4543	68676852.191	4476	88	580.61964168	267.23529412	0.038618601238	991.92095817	23.740741885	9.7607293496e-05	122.65639151	7	10	2186	2357	0.48117983711	0.51882016289	0
1	143.7046107	85.69096022	186.29064386	171.16167121	121.97456857	196.43051771	-34.154910097	-36.502074689	-30.014522822	-205.34070307	-456.40649548	-95.575806698	120.5625	59.6875	175.5	-64.163523184	-83.911358768	-40.171537072	65.22433055	84.76333421	40.811133445	-35.84704538	-39.915666553	-18.274637614	17069	1446	1.98e+08	17069	17069	1.91e+08	17072	190	1221.8498777	406.4047619	0.038301004441	1130.8322831	25.306513245	6.8043072576e-05	144.34218913	12	28	4834	11528	0.28320346828	0.67537641338	0.041420118343
1	208.12062558	158.40631775	227.33741096	194.47911548	140.95659296	222.95249795	31.546307885	32.340425532	28.877346683	265.42592992	381.20269702	158.44108261	142.5625	87.5	186.1875	52.022581816	57.829705213	33.845831065	53.880410517	61.896050809	34.917930042	28.568969503	32.799690972	22.772129492	6458	1598	221078248.23	6458	6458	157521607.15	6416.5	197	1355.5226733	6458	0.070662749759	507.8838359	16.208219581	0.0002982883289	206.07001344	0	0	0	0	0	0	1
1	160.17183582	104.50455325	195.97426422	161.96363636	104.01454545	196.18363636	-17.700280112	-18.148459384	-15.899159664	-157.28800235	-276.91539784	-76.099998742	159.8125	114.4375	207.4375	-25.869409435	-29.214227335	-17.180012357	37.156424659	40.940279022	23.868655377	-19.379820259	-21.10207352	-8.591017251	7577	714	146328595.81	7577	7577	85419599.371	7572	98	611.16980735	445.70588235	0.050508808103	875.5888132	21.716571672	0.00010564979192	160.18642597	2	14	604	4826	0.079714926752	0.63692754388	0.28335752937
1	167.39427491	109.7994869	199.98312179	180.04411765	127.21078431	207.87745098	5.9182509506	5.0560836502	5.9239543726	24.131409083	-2.957088742	7.7996020583	125.5625	58.75	185.0625	-8.9101358273	-18.385878565	-6.6945421351	35.329387418	41.443151685	22.28255197	-12.157381165	-15.807139871	-4.5821596785	7406	1052	219575429.21	7406	7406	93604079.18	7505.5	130	893.65452539	493.73333333	0.054961878771	744.00576115	19.796899723	0.00013775361223	166.68796123	6	6	2233	2281	0.30151228733	0.30799351877	0.3904941939
1	155.80172591	103.82946374	196.42469694	169.12351544	124.32779097	202.47268409	-11.30866426	-12.772563177	-9.1064981949	-94.466265839	-233.78353898	-41.759480261	135.9375	98.25	189.5	-44.977542189	-64.250441137	-26.849532472	55.219842095	74.900967836	33.844389542	-23.749930168	-21.777163038	-8.1405845331	4867	554	113464857.51	4867	4867	81884354.303	4863	68	463.94940914	405.58333333	0.042757799097	953.09281509	22.941490406	9.751350203e-05	155.84409939	8	3	3169	663	0.65111978632	0.13622354633	0.21265666735
1	142.99320544	80.54736211	184.41446843	164.79444444	105.62592593	188.60555556	-35.532233883	-36.073463268	-31.95802099	-363.12476567	-690.59818875	-147.52165166	95.3125	42	165.5	-71.097603479	-67.955602193	-33.344543178	71.097603479	67.955602193	33.344543178	-36.558450642	-45.059264663	-20.150813046	5004	718	183889177.3	5004	5004	71577863.119	5004	82	601.07641324	263.36842105	0.042994291663	1020.1425176	23.417043844	9.9031028714e-05	143.68247164	7	10	2511	1842	0.50179856115	0.36810551559	0.13009592326
1	133.06254264	68.212644985	172.84171026	168.25280899	110.61235955	185.9494382	-40.005479452	-42.691780822	-35.836986301	-502.81191641	-1186.5422914	-231.26796943	159.1875	71.25	181.75	-80.565690206	-98.47676084	-49.03070919	80.565690206	98.47676084	49.03070919	-46.489113435	-57.393981788	-31.723571215	4397	730	128092723.58	4397	4397	75600249.935	4415.5	90	601.0606682	338.23076923	0.0441594945	1073.0492865	23.137104744	9.2489489799e-05	134.73775929	2	10	1050	2989	0.23879918126	0.67978166932	0.08141914942
1	132.31305827	67.516801361	177.06592939	145.74285714	89.225396825	175.45714286	-36.914285714	-38.633333333	-33.988095238	-511.50030583	-1037.4253029	-205.79913578	154.0625	90.0625	207.6875	-73.570139212	-75.125225641	-39.186521256	73.570139212	75.125225641	39.186521256	-47.238597805	-58.089825412	-27.49935208	2351	420	87992467.007	2351	2351	63136095.969	2364.5	54	352.52779388	293.875	0.037397029151	1037.9103617	23.919254534	0.00012169252931	134.1665231	3	5	953	1398	0.40535942152	0.59464057848	0
1	139.57906342	85.604472911	184.16096178	162.46315789	118.23859649	194.11461988	-24.321818182	-26.168181818	-20.064545455	-339.82506277	-623.13183799	-133.80793377	177.8125	105.1875	210.9375	-67.249640349	-82.049195205	-38.13461424	70.868582023	87.237736167	42.50235596	-39.972592659	-40.002153863	-20.404319691	9524	1100	251053018.43	9524	9524	86833744.47	9509	149	938.53569444	340.14285714	0.040664920116	1030.5668321	24.016302755	7.928057065e-05	140.1907865	10	17	3572	5749	0.37505249895	0.60363292734	0.021314573709
1	148.15500343	94.725201323	188.28622261	152.49435028	106.74717514	186.10451977	-38.190021231	-39.039278132	-34.234607219	-263.56051708	-501.11217215	-121.59039472	203.1875	158.5625	200.3125	-45.485620039	-53.616446948	-26.611559718	46.232145603	54.613720186	26.970658857	-31.396652644	-30.88142545	-16.279058861	16019	942	1.77e+08	16019	16019	1.61e+08	15990.5	125	789.51470822	355.97777778	0.043798781581	1091.4789753	24.612497178	6.9960590186e-05	148.28964558	14	30	4445	7959	0.27748298895	0.4968474936	0.22566951745
1	148.95797346	93.971139667	191.60511902	154.09784173	102.21582734	189.35395683	-19.531521739	-20.182608696	-17.838043478	-214.67868663	-364.22558352	-78.398044784	156.375	79.5	195.9375	-42.696379105	-39.936115188	-17.929372605	46.229729474	42.545772535	21.898035608	-30.593682621	-31.635487106	-12.960162449	9494	920	169323551.44	9494	9494	107443675.34	9490.5	129	782.11382693	287.6969697	0.046850236803	878.41526287	21.932472943	8.6040409352e-05	149.14349535	7	23	2337	5386	0.24615546661	0.56730566674	0.18653886665
1	136.04810924	83.79789916	179.70609244	163.84515195	118.27785818	194.35745297	-34.25273523	-36.258205689	-29.640043764	-379.34060244	-571.82598751	-162.36735364	171.25	141.5625	194.0625	-59.573355027	-54.895978455	-33.388329386	59.573355027	55.058873498	33.388329386	-43.503546834	-41.808727613	-24.859189035	4760	914	168125009.88	4760	4760	85667072.447	4740	115	767.32395748	280	0.034413457669	1214.0042267	26.529649632	8.8922398931e-05	137.3697551	4	13	1871	2889	0.39306722689	0.60693277311	0
1	158.63812417	106.56009113	195.09379153	185.05149051	139	207.78861789	-19.741869919	-21.282520325	-16.780487805	-179.64689972	-292.66190199	-77.352004838	122.875	65.1875	179.3125	-53.612614967	-55.213342502	-28.155666105	53.612614967	55.213342502	28.155666105	-20.913531908	-19.04653564	-9.4714899394	5267	492	118546331.23	5267	5267	82310848.845	5259	69	413.4974168	351.13333333	0.047215801836	943.19784917	22.67366301	9.6375431122e-05	158.80241102	4	10	1472	2269	0.27947598253	0.43079551927	0.2897284982
1	207.26476648	169.85851648	226.09478022	209.9044289	169.77622378	232.72027972	24.196551724	25.117241379	22.148275862	209.86294591	297.14576203	125.88541417	144.3125	86	175	47.313239308	60.799855632	31.663234989	54.547059798	73.104145394	36.110104491	27.713110406	44.25188971	21.529498748	2912	580	122339792.94	2912	2912	80334414.29	2943.5	86	500.01339589	728	0.10114851399	505.02422351	15.408177311	0.0011498011516	204.60018673	0	3	0	561	0	0.1926510989	0.8073489011
1	149.70186809	85.018299657	187.68814335	174.30687831	113.2526455	198.34656085	-23.167334669	-25.885771543	-20.72244489	-183.52692569	-488.05907752	-95.502601362	135.375	71.125	178.625	-57.886489815	-78.34956138	-34.697128763	57.886489815	78.34956138	34.697128763	-29.849787988	-40.588327116	-16.877138124	13115	998	226267958.56	13115	13115	104225923.91	13077	134	852.69099393	397.42424242	0.041916238681	954.77910184	23.256683179	8.4621096065e-05	149.96626951	7	23	2923	9188	0.2228745711	0.70057186428	0.076553564621
1	157.21155063	95.463449367	193.02948312	178.22335601	113.17346939	197.90362812	-18.635813149	-20.473183391	-17.031141869	-174.09632557	-350.05339045	-72.059756974	140.375	74.25	196.9375	-45.017217336	-56.125893961	-24.840824701	49.083879336	61.782177455	27.733280324	-22.340105445	-30.143177406	-11.535798349	18960	1156	228786926.61	18960	18960	139211941.16	18944	163	981.83417553	371.76470588	0.046853364374	853.59637251	21.783751278	8.5747063573e-05	157.20946397	22	23	9458	4905	0.49883966245	0.25870253165	0.24245780591
1	139.25698324	91.244192884	185.60261688	167.90509259	125.27546296	195.375	-35.018656716	-37.309701493	-29.766791045	-408.87787891	-703.26647403	-163.51753147	102.3125	44.1875	174.75	-72.097605797	-68.696639733	-36.354242857	72.205713292	68.85745906	36.532452762	-40.294672837	-34.362433889	-18.962664594	6802	536	139678052.9	6802	6802	73317729.12	6751.5	65	469.86589539	377.88888889	0.036314255852	1114.0400557	25.556386436	8.1401547006e-05	139.78164514	5	13	1338	5464	0.19670685093	0.80329314907	0
1	128.08507671	77.176329946	176.19027695	154.48370927	113.58897243	184.50877193	-41.966796875	-45.0390625	-35.3828125	-568.75268345	-1212.3723072	-248.06894774	204.4375	186.875	222.375	-96.857916392	-121.55739383	-59.233167815	96.857916392	121.55739383	59.233167815	-51.466579369	-48.430296827	-28.375004524	5019	512	120087123.39	5019	5019	77973258.267	5028.5	66	437.55865783	295.23529412	0.036967099888	1099.0255324	25.16125089	8.7039343494e-05	128.84344175	4	13	1437	3582	0.28631201435	0.71368798565	0
1	135.11801059	85.087110065	178.77972337	164.23768473	121.19950739	193.10221675	-28.352830189	-30.702830189	-23.769811321	-328.26097231	-669.72593779	-158.7313915	71.4375	15.6875	148.4375	-79.14805001	-98.717589678	-48.914578204	81.02642765	100.28515103	50.288449048	-44.433645483	-40.519516708	-25.785558105	6796	1060	146217058.43	6796	6796	123367686.74	6788.5	141	897.93523222	251.7037037	0.035394097351	1277.7384053	26.871409202	6.802397918e-05	136.14010151	7	19	2111	3991	0.31062389641	0.58725721012	0.10211889347
1	128.20453733	79.317613433	173.7231154	131.46853147	88.888111888	164.98601399	-50.461333333	-52.481333333	-45.237333333	-476.73790642	-929.00026972	-223.97232965	147.75	104.125	200.3125	-64.779290271	-76.548326134	-41.020473539	64.779290271	76.548326134	41.020473539	-51.347118743	-46.28901334	-30.842166073	5598	750	137186372.23	5598	5598	90210994.488	5658.5	91	636.96424959	294.63157895	0.035735911159	1398.2695052	28.161376157	7.0118211295e-05	129.69412271	5	13	1844	3513	0.32940335834	0.62754555198	0.043051089675
1	142.94457099	84.849962035	184.1277145	178.02339181	129.45224172	197.34697856	-32.683431953	-34.374260355	-29.034023669	-397.69804656	-809.58562257	-171.99205286	151.25	96.5	204.8125	-77.698380903	-102.05671267	-45.987587775	77.698380903	102.05671267	45.987587775	-36.607085083	-40.756664738	-20.437566969	6585	676	118732585.91	6585	6585	100893257.27	6601	92	576.45319338	387.35294118	0.044638406214	899.71256822	22.433621931	8.8763375968e-05	143.44072325	2	14	612	5009	0.092938496583	0.76066818527	0.14639331815
1	119.52670601	53.552882433	166.68573158	172.00764818	118.06978967	198.22370937	-37.976336547	-42.228746713	-31.127957932	-713.74790874	-2068.5266138	-327.55731229	247.1875	244.1875	251.1875	-98.655532211	-132.98270097	-63.101352585	98.655532211	132.98270097	63.101352585	-70.91391653	-81.412913715	-43.409691737	6609	1320	2.45e+08	6609	6609	1.12e+08	6631	96	782.88600021	314.71428571	0.045632805181	1151.7244279	23.399417774	8.5190663623e-05	120.99991366	3	18	1239	5370	0.1874716296	0.8125283704	0
1	118.70873211	41.672990599	171.3004997	149.02912621	75.609002648	183.05119153	-31.824561404	-33.32928475	-28.237516869	-639.62075614	-2140.7681296	-228.31503771	123.4375	35.3125	165.6875	-83.195101261	-101.51120161	-46.008596924	83.195101261	101.51120161	46.008596924	-71.731890429	-93.29280555	-38.794923612	11807	1482	278310549.97	11807	11807	117125422.33	11807	198	1253.8104596	368.96875	0.053153341953	571.62307291	17.71132158	0.00011273176305	119.88893337	7	24	2521	9055	0.21351740493	0.76691793004	0.019564665029
1	111.87718696	34.855917667	166.1084048	135.52479339	61.785123967	172.2231405	-32.114457831	-33.027108434	-28.737951807	-764.18634768	-2757.8379768	-282.11410427	114.125	26.25	160.8125	-75.673239609	-89.867360563	-40.435470744	75.673239609	89.867360563	40.435470744	-78.563435573	-100.10987848	-43.987018513	2915	332	90732989.747	2915	2915	51161437.063	2886.5	50	278.36347327	416.42857143	0.052909366759	495.43490532	16.849938349	0.00018253224967	112.58747667	0	7	0	2915	0	1	0
1	106.28113063	29.132161956	160.92360581	121.81097561	44.006097561	162.90243902	-35.743119266	-36.834862385	-31.770642202	-709.34823295	-2833.885019	-275.42408067	116.875	36	171.3125	-91.499651521	-109.1620166	-50.227892739	91.499651521	109.1620166	50.227892739	-84.159491903	-105.83363419	-49.17181751	1309	218	5.2e+07	1309	1309	3.4e+07	1323	28	179.1556349	261.8	0.047475074152	569.23582512	18.319012198	0.00023050357562	107.45503507	3	2	1052	257	0.80366692131	0.19633307869	0
1	112.57508343	38.926585095	163.5525584	133.1982906	65.203418803	169.03076923	-40.299744898	-41.784438776	-35.895408163	-704.52053233	-2486.906984	-290.39896484	143.5	60.625	190.9375	-82.064530052	-104.13423701	-49.875892956	82.064530052	104.13423701	49.875892956	-77.865539111	-96.039211054	-46.542864917	3596	784	184786522.01	3596	3596	73974657.784	3550	100	655.68627323	239.73333333	0.048662431108	1009.8689861	21.406169221	0.00014012976056	115.16919572	6	9	1608	1988	0.44716351502	0.55283648498	0
1	136.78215862	60.202466129	180.09362156	166.26940639	98.077625571	187.7739726	-30.406574394	-32.546712803	-28.423875433	-489.19543078	-1502.8335561	-213.69270665	185	102.8125	199.125	-63.215500481	-89.233300738	-35.392685373	63.215500481	89.233300738	35.392685373	-53.658463914	-74.76333002	-30.00180176	6569	578	134435468.73	6569	6569	82215511.76	6553.5	86	489.42913799	328.45	0.057247000488	516.08934663	17.156485692	0.00012592041635	136.99345107	4	14	1817	3893	0.27660222256	0.59263205967	0.13076571777
1	124.54117327	44.932489451	175.186879	136.26353791	62.080625752	176.91817088	-20.154916512	-21.52690167	-18.131725417	-329.38308157	-1368.6682641	-130.23408868	102.4375	26.375	172.75	-59.738459466	-79.485368897	-32.643475623	65.869765005	83.024329952	35.8409804	-65.899449269	-90.033306697	-34.908544317	7347	1078	246908245.51	7347	7347	58952524.565	7370	158	917.06353186	432.17647059	0.056351094675	497.46403858	16.706403057	0.00015127688689	125.27164381	4	13	1585	5762	0.21573431333	0.78426568667	0
1	102.75599361	32.18886521	164.15823122	120.81837307	50.821879383	171.94950912	-24.101314348	-25.179079956	-21.348849945	-809.25563088	-3233.9923858	-279.62331272	248.9375	239.9375	248.5	-62.573033178	-72.987643017	-35.096410345	62.573033178	72.987643017	35.096410345	-87.684628931	-102.77693094	-45.937192096	11262	1826	319239716.88	11262	11262	198341195.81	11183	242	1564.9016411	351.9375	0.053898280995	551.9959348	17.501107912	0.00013681725252	103.64299448	6	26	2578	8684	0.22891138341	0.77108861659	0
1	124.95706601	50.778190709	176.20723716	143.43847073	73.641577061	182.73715651	-21.129562044	-22.987226277	-19.375	-439.06133436	-1358.7997003	-167.19311367	106.1875	32.9375	167.9375	-49.238419219	-65.719078481	-28.189056614	61.37349729	76.702593995	34.893934608	-65.483556523	-84.187605439	-33.888186152	10225	1096	264055254.15	10225	10225	97368530.985	10217.5	169	936.75679434	352.5862069	0.055583284086	510.61080588	16.954912513	0.00011368391305	125.36564044	9	19	3117	6889	0.30484107579	0.6737408313	0.02141809291
1	138.32824934	65.204465075	172.55570292	164.96213018	101.10532544	188.96213018	-30.153641208	-33.602131439	-27.325932504	-426.5514553	-1221.1976601	-233.07699738	213.25	181.9375	217.3125	-70.827796001	-97.108395407	-49.618893427	74.699000231	102.38920394	51.189999571	-52.112373201	-69.761331073	-37.539720398	4524	1126	294562874.94	4524	4524	51704515.754	4541	140	936.93020186	301.6	0.052427228962	844.12039036	20.396094908	0.00010430306872	140.14057489	3	10	824	3090	0.18213969938	0.68302387268	0.13483642794
1	117.76704197	37.156397134	164.21105425	136.42352941	61.151260504	165.37647059	-35.915048544	-37.584951456	-33.035194175	-672.64618944	-2914.9089584	-297.28684965	131.6875	34.375	178.8125	-77.574924939	-105.44116194	-47.134419215	77.574924939	105.44116194	47.134419215	-72.673580572	-97.809399014	-45.884369068	4885	824	158674453.63	4885	4885	95039811.91	4860.5	109	672.45774376	325.66666667	0.057980650802	655.3529575	17.866880428	0.00014351703469	118.97657762	5	10	2020	2865	0.41351074719	0.58648925281	0
1	127.33412903	62.107354839	174.1276129	154.42891566	100.41445783	187.9373494	-24.65846736	-27.614947966	-20.569536424	-562.37786586	-1635.029144	-261.21668904	245.4375	213.5625	251.5625	-69.309411335	-98.49460812	-42.98628449	78.453898861	111.70002908	47.893131579	-63.106493505	-72.85844131	-35.967810412	15500	1076	234366835.49	15500	15500	151160704.82	15510.5	132	915.3306654	310	0.051019249456	895.03512909	21.282286717	9.7358385327e-05	127.61317363	13	34	4192	9835	0.2704516129	0.63451612903	0.095032258065
1	106.94230769	32.659823285	163.18555094	118.72597865	41.939501779	161.3683274	-32.951948052	-32.950649351	-31.107792208	-586.37865145	-2244.6505392	-228.2509639	114.5	44.0625	172.8125	-66.147099873	-78.575726442	-36.841917402	66.147099873	78.575726442	36.841917402	-83.498314845	-102.30597286	-46.90987238	3848	770	193963481.26	3848	3848	42328966.839	3829	104	632.69503156	274.85714286	0.057100673347	601.49336562	17.701815249	0.00017073358303	108.52399674	2	12	656	3192	0.17047817048	0.82952182952	0
1	125.31492786	47.011514983	175.75665927	143.25304878	69.740853659	178.5995935	-29.682575758	-30.747727273	-26.545454545	-504.65705097	-1704.6511222	-185.91886918	163.25	72.5625	197.3125	-60.96480259	-74.65785371	-32.089850346	60.96480259	74.65785371	32.089850346	-65.125694679	-87.954281165	-34.338764048	14416	1320	333594157.16	14416	14416	95447259.561	14406	181	1092.2198791	379.36842105	0.058046147183	476.31476047	16.212900709	0.00012311504493	125.97953932	13	25	5163	9253	0.35814372919	0.64185627081	0
1	113.64177745	42.755964305	166.24348935	148.31129032	86.072580645	183.08225806	-22.100694444	-25.881944444	-18.869212963	-823.1358556	-2890.0234308	-335.18271484	87.6875	12.625	152.6875	-63.644417006	-80.161413402	-39.72405633	67.928174538	84.467441669	40.544644018	-76.798845083	-92.209831843	-43.851933969	5491	864	212863557.52	5491	5491	97559349.484	5488.5	102	709.29217548	343.1875	0.050908431269	821.57838689	20.345856055	0.0001160551689	114.09818649	7	9	2474	3017	0.45055545438	0.54944454562	0
1	136.25171328	59.964808298	181.85145397	161.2864494	94.403087479	188.34476844	-8.9867021277	-10.700797872	-8.6941489362	-465.18611241	-1716.9612264	-208.7141543	130.5625	54.625	185.1875	-36.272250918	-57.106016262	-19.634383416	57.959885245	74.869042311	31.616636607	-54.188909257	-75.000987851	-28.243969343	5399	752	190380127.69	5399	5399	111880263.92	5411.5	98	653.68437001	385.64285714	0.059187407766	429.5486699	15.612804447	0.00016469000924	136.45215462	6	8	2291	3108	0.42433784034	0.57566215966	0
1	127.69832907	55.137588439	177.63359928	151.11722142	75.968162084	183.7366136	-28.441780822	-28.966894977	-25.24543379	-568.22196494	-1474.1823011	-205.3183701	124.6875	49.9375	184.0625	-74.883512597	-87.640214832	-39.920870186	74.883512597	87.640214832	39.920870186	-62.742293469	-79.82820771	-32.461824038	6643	876	246732562.69	6643	6643	81019422.604	6676	114	755.66572362	332.15	0.051313438051	650.27968244	18.984540076	0.00012762960252	128.6201058	8	12	2650	3993	0.39891615234	0.60108384766	0
