epiOrStroma	Mean.Layer.1	Mean.Layer.2	Mean.Layer.3	Mean.of.inner.border.Layer.1	Mean.of.inner.border.Layer.2	Mean.of.inner.border.Layer.3	Border.Contrast.Layer.1	Border.Contrast.Layer.2	Border.Contrast.Layer.3	Contrast.to.neighbor.pixels.Layer.1..3.	Contrast.to.neighbor.pixels.Layer.2..3.	Contrast.to.neighbor.pixels.Layer.3..3.	Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.	Mean.Diff..to.neighbors.Layer.1..0.	Mean.Diff..to.neighbors.Layer.2..0.	Mean.Diff..to.neighbors.Layer.3..0.	Mean.Diff..to.neighbors..abs..Layer.1..0.	Mean.Diff..to.neighbors..abs..Layer.2..0.	Mean.Diff..to.neighbors..abs..Layer.3..0.	Mean.diff..to.scene.Layer.1	Mean.diff..to.scene.Layer.2	Mean.diff..to.scene.Layer.3	Area..Pxl.	Border.length..Pxl.	Length..mu_m.	Number.of.pixels	Volume..Pxl.	Width..mu_m.	Area..excluding.inner.polygons...Pxl.	Number.of.edges..polygon.	Perimeter..polygon...Pxl.	Area.of.sub.objects..mean..1...Pxl.	GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..	GLCM.Contrast..quick.8.11..Layer.1..all.dir..	GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..	GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..	GLCM.Mean..quick.8.11..Layer.1..all.dir..	Number.of.sub.objects.Nucleus..1.	Number.of.sub.objects.Dark..1.	Area.of.sub.objects.Nucleus..1...Pxl.	Area.of.sub.objects.Dark..1...Pxl.	Rel..area.of.sub.objects.Nucleus..1.	Rel..area.of.sub.objects.Dark..1.	Rel..area.of.sub.objects.unclassified..1.
1	184.89407314	138.64144599	212.78247163	186.84946237	133.13364055	216.2749616	40.605922551	41.750569476	36.706150342	184.88032086	296.54174312	116.75523813	180.6875	130.5625	209.6875	40.253528827	51.93109523	27.682743253	40.253528827	51.93109523	27.682743253	1.5656132306	-5.3303945383	4.3943547532	4758	878	140177391.51	4758	4758	80691632.821	4765	107	722.54763878	396.5	0.055907683679	1015.2724235	22.872152128	0.00024235766431	182.29687052	4	3	1347	651	0.28310214376	0.1368221942	0.58007566204
1	213.00929023	179.10628019	233.86733556	190.7080292	147.18686131	222.73284672	43.010022272	43.864142539	39.773942094	303.2119976	436.25994799	203.36415922	243.0625	233.6875	247.125	72.282217439	93.135536811	51.483604745	72.282217439	93.135536811	51.483604745	29.680830317	35.134439669	25.479218689	2691	898	1.14e+08	2691	2691	8.8e+07	2681	115	767.79115982	897	0.098874176331	1007.0359253	20.342595981	0.00073819425442	207.31309057	0	0	0	0	0	0	1
1	133.4059453	65.139595719	178.43043995	136.4610245	77.273942094	174.04231626	-28.739202658	-30.305647841	-25.920265781	-243.47364088	-822.9124785	-115.14585011	153.25	68	191.1875	-31.37599053	-49.836785188	-20.147993908	31.37599053	49.836785188	20.147993908	-49.922514606	-78.832244805	-29.957676921	4205	602	135835546.82	4205	4205	73520795.414	4212	73	501.14838623	467.22222222	0.050625116868	619.98348377	18.547320902	0.0001604430395	134.16172871	3	6	866	3339	0.20594530321	0.79405469679	0
1	165.25862782	117.5910312	198.48016119	172.06424242	123.68848485	201.50060606	4.2204797048	4.491697417	3.9584870849	82.85247455	214.11126397	44.446455764	172.625	119.5	208.9375	7.5936821857	16.208471892	3.7263182514	25.056548974	39.434016985	15.237426856	-18.069832094	-26.380809319	-9.9079556832	9678	1084	198522042.45	9678	9678	109078964.4	9676.5	138	914.31473156	345.64285714	0.04803695262	1003.9024475	22.809815276	0.00010924622013	165.08470197	4	22	1596	5692	0.16491010539	0.58813804505	0.24695184956
1	131.49279512	74.488453723	175.19785701	151.38785835	109.58347386	175.84148398	-34.517006803	-38.578231293	-28.52244898	-679.54580445	-1728.2521731	-308.37569465	134.125	74.25	170.1875	-84.780470204	-120.65726417	-50.996845657	87.265779848	120.68664927	54.042484326	-51.835664787	-69.483386802	-33.190259863	10826	788	169820039.62	10826	10826	105187955.18	10830.5	91	671.88089703	386.64285714	0.049988419073	840.03612579	21.247736553	7.8390940396e-05	131.92936423	12	16	5360	5466	0.49510437835	0.50489562165	0
1	108.92419687	46.235163792	156.14464314	150.97448166	103.0414673	181.96810207	-28.891727494	-31.251824818	-24.852798054	-716.56261541	-2177.3113075	-338.92080155	126.4375	59.625	178.9375	-92.462646105	-124.31568741	-62.892948567	92.462646105	124.31568741	62.892948567	-74.404263043	-97.736676732	-52.243473734	6319	822	194881598.54	6319	6319	62090239.85	6334.5	111	694.55381767	300.9047619	0.0676250586	599.13421557	16.934024219	0.00012136472933	109.86418313	6	14	2752	3341	0.43551194809	0.52872289919	0.035765152714
1	125.89332887	57.320180572	168.82594884	143.47169811	90.29245283	173.97641509	-35.301401869	-38.171728972	-31.949766355	-510.58347453	-1696.8668595	-247.51141948	133.8125	89.625	181.3125	-66.828847991	-101.8785316	-43.396957062	68.853469862	101.8785316	47.200863519	-57.435131035	-86.651659952	-39.562168036	5981	856	162525865.43	5981	5981	88346350.115	5989	110	711.10699163	284.80952381	0.054736303839	829.29101086	20.123878398	0.00012133625515	127.03862922	4	16	1434	4309	0.23975923759	0.7204480856	0.03979267681
1	194.76682316	156.83463745	213.39906103	178.44198895	135.62246777	201.08471455	20.853760446	21.777158774	18.725626741	218.60679221	353.36376839	117.01556775	109.875	50.8125	145	40.048245923	52.702824189	26.020451177	57.407573328	80.047734352	38.93943152	11.438363252	12.86279693	5.0109441593	1917	718	152668230.27	1917	1917	75575066.334	1912.5	77	618.55440621	479.25	0.056508108372	1233.5930437	25.333178586	0.00049649527687	191.84465119	0	3	0	467	0	0.24360980699	0.75639019301
1	134.60245902	76.56147541	179.18893443	140.92183908	90.4	176.96091954	-25.508896797	-27.985765125	-22.096085409	-372.41748376	-964.04120361	-169.9707873	174.5	119.5625	212.5	-60.938841438	-83.479626957	-36.07641271	60.938841438	83.843778607	37.357747322	-48.726000893	-67.410365114	-29.199182447	4880	562	112947027.78	4880	4880	78067673.154	4880.5	65	479.21809086	305	0.043742573105	990.75311489	23.323435979	9.1279800593e-05	134.98671614	6	10	1835	3045	0.37602459016	0.62397540984	0
1	139.9833137	89.115429918	181.01727523	168.70257235	127.82475884	197.94533762	-26.800242131	-29.822033898	-21.829297821	-377.0537714	-828.16932367	-180.47302723	88.5625	34.625	149.4375	-61.113118108	-80.821607123	-40.999569273	62.615904334	83.519262523	41.800055061	-43.345146207	-54.856410606	-27.370841648	5094	826	141547051.82	5094	5094	96026882.894	5026	91	690.90272786	318.375	0.038339814497	1238.8672944	26.3609205	8.2846014753e-05	141.01611974	6	9	1970	2920	0.38672948567	0.57322340008	0.040047114252
1	153.04832057	98.85028201	191.09567304	159.6004882	108.53864931	192.19853539	-12.585416667	-13.702083333	-10.74375	-140.3337851	-355.35952778	-61.561755449	144.4375	64.5	180.0625	-16.64214188	-24.589877886	-9.9390158646	28.427900057	37.388311634	18.549100399	-30.280139344	-45.121558514	-17.292443837	23758	1582	321753994.29	23758	23758	162407054.84	23702.5	190	1357.9531507	321.05405405	0.047863435785	877.58981644	21.647004289	7.5852592525e-05	152.99088819	28	37	11502	7932	0.48413166091	0.33386648708	0.18200185201
1	147.39053028	92.561993491	182.79848127	149.23500612	98.166462668	181.31334149	-22.207692308	-24.716483516	-19.204395604	-217.3368176	-551.00254289	-122.06610845	128.0625	81.25	175.6875	-37.119434518	-56.758651831	-25.581834658	60.925717159	85.538998522	41.11956493	-35.937929631	-51.409847033	-25.589635602	15671	1022	2.23e+08	15671	15671	1.34e+08	15690	120	896.31765288	326.47916667	0.05184336013	957.72209996	22.396750702	0.00011932921343	147.18268113	12	31	4217	8263	0.26909578202	0.5272796886	0.20362452939
1	120.50383173	67.277025925	164.43518669	155.61772853	123.40166205	180.86703601	-53.508196721	-58.806010929	-46.021857923	-874.58243014	-2127.0914581	-427.86231832	134.5	47.9375	181.875	-121.26807371	-166.89169977	-81.816834144	121.26807371	166.89169977	81.816834144	-62.824628179	-76.694814599	-43.952930179	6133	462	1.2e+08	6133	6133	1.04e+08	6123	39	395.88956495	322.78947368	0.048836580197	1229.4997669	24.563426294	0.00010972613282	120.60245045	5	13	2011	3512	0.32789825534	0.57263981738	0.099461927279
1	114.75519534	40.951787199	170.60764755	137.43389831	68.169491525	181.13898305	-34.238709677	-34.951612903	-30.841935484	-574.48022673	-2007.3690192	-245.51519	114.875	34	176.625	-72.10559035	-96.858391387	-45.256036494	72.10559035	96.858391387	45.256036494	-49.579304015	-63.081750528	-32.533029166	2406	368	113304704.18	2406	2406	37359937.41	2378.5	42	320.7056572	300.75	0.047383538287	705.51438095	19.918377676	0.00014988329784	115.52638413	3	5	1366	1040	0.56774729842	0.43225270158	0
1	142.44846167	76.234747088	192.06118547	151.67521368	92.810744811	194.52747253	-25.705274043	-27.182006205	-21.887280248	-241.42972905	-670.30785861	-107.69589062	172.375	93.25	201	-43.403747801	-63.053181892	-25.892916649	43.403747801	63.053181892	25.892916649	-21.886037688	-27.798790638	-11.079491245	11506	1042	1.69e+08	11506	11506	1.29e+08	11490	122	892.37212184	328.74285714	0.059902921857	525.53582856	16.723601402	0.00011408513974	142.91227882	10	22	2908	4852	0.25273770207	0.42169302972	0.32556926821
1	160.05601048	99.579037013	203.98951851	166.64420485	107.44025157	205.79155436	6.5272861357	6.8318584071	5.9616519174	22.424102249	23.486891934	17.864687155	163.5625	101.3125	196.875	2.4474551506	2.8933074741	2.2272402667	27.573698695	32.704056548	18.15091743	-4.2784888782	-4.4545007138	0.84884179244	15265	1456	271243934.18	15265	15265	134922423.83	15261.5	183	1239.6515069	545.17857143	0.064307890222	457.77153964	15.820758243	0.0001315107323	159.58274676	11	15	2858	3887	0.18722567966	0.25463478546	0.55813953488
1	136.33512881	71.21498829	188.80538642	144.40588235	86.023529412	191.15588235	-34.06	-34.94	-30.835555556	-344.25283905	-804.09429028	-160.90763287	128.3125	55.4375	190.3125	-43.257925286	-50.210869805	-27.889857748	43.257925286	50.210869805	27.889857748	-27.999370554	-32.818549436	-14.335290297	4270	450	9.7e+07	4270	4270	7.3e+07	4258	56	373.18142252	305	0.053690857268	587.53346125	18.010829689	0.00012287640642	137.19979796	7	5	2113	1203	0.49484777518	0.28173302108	0.22341920375
1	155.13134091	93.865203149	198.95992607	150.91891892	89.368309486	198.38897721	-7.0239862935	-7.3221016562	-6.1838949172	27.397481701	75.767063976	8.6567314189	140.625	77	195.125	-5.6621920915	-7.6207819752	-4.9160430404	24.12965748	30.670075351	15.693827946	-9.2031584534	-10.168334577	-4.1807506411	66552	2310	5.79e+08	66552	66552	2.47e+08	66567	246	2033.5914158	465.3986014	0.064406562964	431.70902752	15.257103994	0.0001268542676	155.12104618	55	84	15578	14110	0.23407260488	0.21201466522	0.5539127299
1	127.33689009	57.305604475	181.50284886	137.79562044	76.567518248	183.6040146	-29.804407713	-31.110192837	-27.048898072	-273.00982211	-824.95350206	-121.27869585	125.6875	56.5	176.125	-51.611703362	-73.24076633	-31.963208102	51.611703362	73.298121887	32.118222883	-36.997609274	-46.727933251	-21.637827859	9653	1458	221494473	9653	9653	106406181.99	9667.5	199	1224.5247618	321.76666667	0.049969108595	672.23583187	19.105000374	0.0001066508022	128.43030341	11	16	4296	4081	0.44504299182	0.42277012328	0.13218688491
1	191.79488999	135.0702626	224.63058907	179.97377939	116.960217	220.28481013	25.320962199	25.558762887	23.290034364	215.11857596	341.89558664	120.59469478	185.375	122.25	220.375	37.712993697	43.810030099	25.117069223	37.712993697	43.810030099	25.117069223	27.460390633	31.036724871	21.489912356	5636	1474	236573863.08	5636	5636	114820924.83	5617.5	187	1229.6188174	1878.6666667	0.065357161798	395.28922706	14.623590719	0.00025616632919	190.00887981	0	0	0	0	0	0	1
1	156.81839015	96.567009044	201.60363383	153.88404453	89.650278293	197.16604824	-10.272853186	-10.39265928	-9.216066482	28.523010788	81.994652649	17.87896652	109.625	49	176.5625	-10.327584057	-9.5971873121	-5.1287588084	16.768272037	19.436946334	10.32753224	-7.5161092136	-7.4665286829	-1.53704288	24437	1444	268376206.11	24437	24437	198766636.91	24395	204	1212.4864777	519.93617021	0.0607648763	467.73719806	16.126824294	0.00010865842751	156.75994812	23	21	7074	3947	0.28947906863	0.1615173712	0.54900356018
1	104.2564862	31.812581448	170.32685701	121.26442308	51.365384615	172.91987179	-29.290640394	-29.456896552	-26.209359606	-609.96356079	-2314.0702263	-221.91143248	140.1875	48.375	186.6875	-65.538805528	-77.789449769	-37.337367574	65.538805528	77.789449769	37.337367574	-60.078013161	-72.220956279	-32.813819706	8441	812	150460207.4	8441	8441	98444482.685	8432	105	692.18002098	468.94444444	0.05840683761	487.28493006	16.352915457	0.0001293358596	104.84337855	7	11	2540	5901	0.30091221419	0.69908778581	0
1	138.37375578	70.213234263	189.31823917	138.93626707	70.449165402	188.67981791	-15.997742664	-15.721218962	-15.003386005	-81.388966499	-168.68470547	-44.444430324	152.75	86.125	208.125	-11.157376277	-12.486034568	-6.0191369923	17.080267041	20.13282595	10.981818243	-25.960743577	-33.820303463	-13.822437544	7133	886	193999789.13	7133	7133	91756070.905	7098.5	116	736.74845869	324.22727273	0.04973863593	652.63766157	19.110188629	0.00010906289589	138.92577142	7	13	2404	3173	0.33702509463	0.44483387074	0.21814103463
